"zipcode","cab_type","pickup_week","count"
"11102","green","17",4339
"11102","uber","17",116
"11102","green","18",4943
"11102","uber","18",115
"11102","green","19",4813
"11102","uber","19",120
"11102","green","20",4821
"11102","uber","20",146
"11102","green","21",4629
"11102","uber","21",155
"11102","green","22",4671
"11102","uber","22",164
"11102","green","23",4532
"11102","uber","23",184
"11102","green","24",4619
"11102","uber","24",178
"11102","green","25",4459
"11102","uber","25",158
"11102","green","26",4386
"11102","uber","26",195
"11102","green","27",4305
"11102","uber","27",168
"11102","green","28",4483
"11102","uber","28",291
"11102","green","29",4271
"11102","uber","29",272
"11102","green","30",4124
"11102","uber","30",350
"11102","green","31",4020
"11102","uber","31",400
"11102","green","32",4140
"11102","uber","32",317
"11102","green","33",4361
"11102","uber","33",360
"11102","green","34",4347
"11102","uber","34",362
"11102","green","35",4426
"11102","uber","35",424
"11102","green","36",4364
"11102","uber","36",385
"11102","green","37",4502
"11102","uber","37",382
"11102","green","38",4575
"11102","uber","38",402
"11102","green","39",4645
"11102","uber","39",499
"11102","green","40",1053
"11102","uber","40",78
"11103","green","14",7262
"11103","uber","14",130
"11103","green","15",7731
"11103","uber","15",121
"11103","green","16",7940
"11103","uber","16",139
"11103","green","17",8133
"11103","uber","17",176
"11103","green","18",9032
"11103","uber","18",167
"11103","green","19",8399
"11103","uber","19",163
"11103","green","20",8272
"11103","uber","20",185
"11103","green","21",8465
"11103","uber","21",184
"11103","green","22",8269
"11103","uber","22",208
"11103","green","23",8153
"11103","uber","23",205
"11103","green","24",8382
"11103","uber","24",237
"11103","green","25",8507
"11103","uber","25",219
"11103","green","26",8429
"11103","uber","26",238
"11103","green","27",8168
"11103","uber","27",245
"11103","green","28",7696
"11103","uber","28",397
"11103","green","29",7713
"11103","uber","29",364
"11103","green","30",7977
"11103","uber","30",458
"11103","green","31",7918
"11103","uber","31",471
"11103","green","32",7994
"11103","uber","32",475
"11103","green","33",8020
"11103","uber","33",455
"11103","green","34",7988
"11103","uber","34",521
"11103","green","35",7946
"11103","uber","35",525
"11103","green","36",8601
"11103","uber","36",611
"11103","green","37",8458
"11103","uber","37",500
"11103","green","38",8234
"11103","uber","38",503
"11103","green","39",8487
"11103","uber","39",639
"11103","green","40",1874
"11103","uber","40",111
"11104","green","14",1761
"11104","uber","14",74
"11104","green","15",2061
"11104","uber","15",75
"11104","green","16",2097
"11104","uber","16",65
"11104","green","17",2150
"11104","uber","17",71
"11104","green","18",2340
"11104","uber","18",83
"11104","green","19",2230
"11104","uber","19",66
"11104","green","20",2393
"11104","uber","20",92
"11104","green","21",1980
"11104","uber","21",87
"11104","green","22",2596
"11104","uber","22",107
"11104","green","23",2334
"11104","uber","23",77
"11104","green","24",2448
"11104","uber","24",92
"11104","green","25",2335
"11104","uber","25",98
"11104","green","26",2346
"11104","uber","26",107
"11104","green","27",2181
"11104","uber","27",98
"11104","green","28",2031
"11104","uber","28",202
"11104","green","29",2213
"11104","uber","29",175
"11104","green","30",2105
"11104","uber","30",185
"11104","green","31",2101
"11104","uber","31",247
"11104","green","32",1999
"11104","uber","32",216
"11104","green","33",2122
"11104","uber","33",191
"11104","green","34",2118
"11104","uber","34",233
"11104","green","35",2033
"11104","uber","35",219
"11104","green","36",2262
"11104","uber","36",275
"11104","green","37",2196
"11104","uber","37",232
"11104","green","38",2772
"11104","uber","38",316
"11104","green","39",2164
"11104","uber","39",244
"11104","green","40",532
"11104","uber","40",86
"11105","green","14",3019
"11105","uber","14",126
"11105","green","15",3413
"11105","uber","15",124
"11105","green","16",3425
"11105","uber","16",136
"11105","green","17",3539
"11105","uber","17",116
"11105","green","18",4030
"11105","uber","18",136
"11105","green","19",3848
"11105","uber","19",136
"11105","green","20",3905
"11105","uber","20",193
"11105","green","21",3785
"11105","uber","21",137
"11105","green","22",3743
"11105","uber","22",153
"11105","green","23",3721
"11105","uber","23",180
"11105","green","24",3635
"11105","uber","24",181
"11105","green","25",3650
"11105","uber","25",182
"11105","green","26",3491
"11105","uber","26",205
"11105","green","27",3351
"11105","uber","27",226
"11105","green","28",3349
"11105","uber","28",340
"11105","green","29",3303
"11105","uber","29",368
"11105","green","30",3422
"11105","uber","30",399
"11105","green","31",3313
"11105","uber","31",366
"11105","green","32",3301
"11105","uber","32",394
"11105","green","33",3479
"11105","uber","33",332
"11105","green","34",3433
"11105","uber","34",416
"11105","green","35",3327
"11105","uber","35",419
"11105","green","36",3456
"11105","uber","36",456
"11105","green","37",3665
"11105","uber","37",408
"11105","green","38",3866
"11105","uber","38",432
"11105","green","39",3801
"11105","uber","39",486
"11105","green","40",922
"11105","uber","40",112
"11106","green","14",5955
"11106","uber","14",151
"11106","green","15",5236
"11106","uber","15",145
"11106","green","16",5588
"11106","uber","16",153
"11106","green","17",5513
"11106","uber","17",171
"11106","green","18",6288
"11106","uber","18",169
"11106","green","19",5654
"11106","uber","19",146
"11106","green","20",5972
"11106","uber","20",218
"11106","green","21",5756
"11106","uber","21",214
"11106","green","22",6051
"11106","uber","22",208
"11106","green","23",5695
"11106","uber","23",210
"11106","green","24",5944
"11106","uber","24",245
"11106","green","25",6026
"11106","uber","25",254
"11106","green","26",5764
"11106","uber","26",251
"11106","green","27",5354
"11106","uber","27",227
"11106","green","28",5577
"11106","uber","28",417
"11106","green","29",5391
"11106","uber","29",371
"11106","green","30",5352
"11106","uber","30",448
"11106","green","31",5187
"11106","uber","31",413
"11106","green","32",5439
"11106","uber","32",394
"11106","green","33",5282
"11106","uber","33",432
"11106","green","34",5518
"11106","uber","34",472
"11106","green","35",5393
"11106","uber","35",473
"11106","green","36",5621
"11106","uber","36",500
"11106","green","37",5592
"11106","uber","37",500
"11106","green","38",5805
"11106","uber","38",478
"11106","green","39",6297
"11106","uber","39",646
"11106","green","40",1269
"11106","uber","40",112
"11109","green","14",70
"11109","uber","14",23
"11109","green","15",94
"11109","uber","15",22
"11109","green","16",100
"11109","uber","16",23
"11109","green","17",84
"11109","uber","17",26
"11109","green","18",85
"11109","uber","18",36
"11109","green","19",100
"11109","uber","19",23
"11109","green","20",122
"11109","uber","20",32
"11109","green","21",86
"11109","uber","21",31
"11109","green","22",126
"11109","uber","22",33
"11109","green","23",137
"11109","uber","23",31
"11109","green","24",96
"11109","uber","24",29
"11109","green","25",138
"11109","uber","25",39
"11109","green","26",106
"11109","uber","26",31
"11109","green","27",122
"11109","uber","27",31
"11109","green","28",109
"11109","uber","28",39
"11109","green","29",138
"11109","uber","29",31
"11109","green","30",116
"11109","uber","30",45
"11109","green","31",117
"11109","uber","31",30
"11109","green","32",140
"11109","uber","32",35
"11109","green","33",156
"11109","uber","33",33
"11109","green","34",132
"11109","uber","34",38
"11109","green","35",120
"11109","uber","35",46
"11109","green","36",143
"11109","uber","36",40
"11109","green","37",148
"11109","uber","37",50
"11109","green","38",141
"11109","uber","38",54
"11109","green","39",108
"11109","uber","39",44
"11109","green","40",22
"11109","uber","40",7
"11201","green","14",15277
"11201","uber","14",1894
"11201","green","15",18769
"11201","uber","15",2179
"11201","green","16",19031
"11201","uber","16",2038
"11201","green","17",20294
"11201","uber","17",2322
"11201","green","18",20042
"11201","uber","18",2451
"11201","green","19",20662
"11201","uber","19",2376
"11201","green","20",20534
"11201","uber","20",2557
"11201","green","21",19845
"11201","uber","21",2268
"11201","green","22",18967
"11201","uber","22",2456
"11201","green","23",20879
"11201","uber","23",2597
"11201","green","24",19857
"11201","uber","24",2817
"11201","green","25",19580
"11201","uber","25",2639
"11201","green","26",19968
"11201","uber","26",2563
"11201","green","27",17797
"11201","uber","27",2514
"11201","green","28",19266
"11201","uber","28",3436
"11201","green","29",19612
"11201","uber","29",3314
"11201","green","30",19620
"11201","uber","30",3469
"11201","green","31",18865
"11201","uber","31",3598
"11201","green","32",20665
"11201","uber","32",3533
"11201","green","33",20585
"11201","uber","33",3444
"11201","green","34",19873
"11201","uber","34",3784
"11201","green","35",19083
"11201","uber","35",3493
"11201","green","36",20183
"11201","uber","36",4044
"11201","green","37",22133
"11201","uber","37",4343
"11201","green","38",22589
"11201","uber","38",4281
"11201","green","39",23376
"11201","uber","39",4607
"11201","green","40",5824
"11201","uber","40",1032
"11203","green","14",166
"11203","uber","14",58
"11203","green","15",225
"11203","uber","15",92
"11203","green","16",208
"11203","uber","16",78
"11203","green","17",200
"11203","uber","17",110
"11203","green","18",364
"11203","uber","18",172
"11203","green","19",242
"11203","uber","19",130
"11203","green","20",239
"11203","uber","20",116
"11203","green","21",212
"11203","uber","21",89
"11203","green","22",231
"11203","uber","22",87
"11203","green","23",213
"11203","uber","23",101
"11203","green","24",219
"11203","uber","24",99
"11203","green","25",225
"11203","uber","25",99
"11203","green","26",216
"11203","uber","26",94
"11203","green","27",275
"11203","uber","27",99
"11203","green","28",184
"11203","uber","28",93
"11203","green","29",184
"11203","uber","29",138
"11203","green","30",186
"11203","uber","30",126
"11203","green","31",170
"11203","uber","31",144
"11203","green","32",214
"11203","uber","32",169
"11203","green","33",259
"11203","uber","33",166
"11203","green","34",214
"11203","uber","34",170
"11203","green","35",325
"11203","uber","35",204
"11203","green","36",297
"11203","uber","36",184
"11203","green","37",207
"11203","uber","37",178
"11203","green","38",173
"11203","uber","38",190
"11203","green","39",191
"11203","uber","39",179
"11203","green","40",68
"11203","uber","40",58
"11204","green","14",23
"11204","uber","14",16
"11204","green","15",29
"11204","uber","15",18
"11204","green","16",23
"11204","uber","16",13
"11204","green","17",27
"11204","uber","17",21
"11204","green","18",26
"11204","uber","18",23
"11204","green","19",30
"11204","uber","19",24
"11204","green","20",25
"11204","uber","20",15
"11204","green","21",35
"11204","uber","21",19
"11204","green","22",33
"11204","uber","22",23
"11204","green","23",30
"11204","uber","23",22
"11204","green","24",43
"11204","uber","24",28
"11204","green","25",32
"11204","uber","25",32
"11204","green","26",41
"11204","uber","26",24
"11204","green","27",28
"11204","uber","27",29
"11204","green","28",30
"11204","uber","28",51
"11204","green","29",26
"11204","uber","29",41
"11204","green","30",25
"11204","uber","30",44
"11204","green","31",20
"11204","uber","31",47
"11204","green","32",20
"11204","uber","32",64
"11204","green","33",18
"11204","uber","33",58
"11204","green","34",34
"11204","uber","34",62
"11204","green","35",24
"11204","uber","35",66
"11204","green","36",21
"11204","uber","36",61
"11204","green","37",30
"11204","uber","37",77
"11204","green","38",21
"11204","uber","38",60
"11204","green","39",32
"11204","uber","39",61
"11204","green","40",9
"11204","uber","40",22
"11205","green","14",3579
"11205","uber","14",599
"11205","green","15",4070
"11205","uber","15",651
"11205","green","16",4164
"11205","uber","16",662
"11205","green","17",4149
"11205","uber","17",662
"11205","green","18",4499
"11205","uber","18",711
"11205","green","19",4563
"11205","uber","19",761
"11205","green","20",4672
"11205","uber","20",818
"11205","green","21",4506
"11205","uber","21",687
"11205","green","22",4523
"11205","uber","22",751
"11205","green","23",4505
"11205","uber","23",721
"11205","green","24",4555
"11205","uber","24",849
"11205","green","25",4519
"11205","uber","25",715
"11205","green","26",4587
"11205","uber","26",767
"11205","green","27",4754
"11205","uber","27",698
"11205","green","28",4435
"11205","uber","28",1041
"11205","green","29",4595
"11205","uber","29",1080
"11205","green","30",4374
"11205","uber","30",1053
"11205","green","31",4337
"11205","uber","31",1124
"11205","green","32",4558
"11205","uber","32",1044
"11205","green","33",4928
"11205","uber","33",1193
"11205","green","34",5257
"11205","uber","34",1266
"11205","green","35",4991
"11205","uber","35",1160
"11205","green","36",5182
"11205","uber","36",1287
"11205","green","37",5379
"11205","uber","37",1358
"11205","green","38",5489
"11205","uber","38",1322
"11205","green","39",5476
"11205","uber","39",1456
"11205","green","40",1222
"11205","uber","40",341
"11206","green","14",2955
"11206","uber","14",705
"11206","green","15",3155
"11206","uber","15",674
"11206","green","16",3372
"11206","uber","16",822
"11206","green","17",3263
"11206","uber","17",754
"11206","green","18",3420
"11206","uber","18",876
"11206","green","19",3536
"11206","uber","19",880
"11206","green","20",3682
"11206","uber","20",850
"11206","green","21",3577
"11206","uber","21",861
"11206","green","22",4218
"11206","uber","22",1014
"11206","green","23",3841
"11206","uber","23",889
"11206","green","24",3757
"11206","uber","24",979
"11206","green","25",3817
"11206","uber","25",921
"11206","green","26",3767
"11206","uber","26",913
"11206","green","27",3814
"11206","uber","27",979
"11206","green","28",3336
"11206","uber","28",1249
"11206","green","29",3502
"11206","uber","29",1442
"11206","green","30",3431
"11206","uber","30",1509
"11206","green","31",3367
"11206","uber","31",1614
"11206","green","32",3599
"11206","uber","32",1552
"11206","green","33",3693
"11206","uber","33",1636
"11206","green","34",3515
"11206","uber","34",1706
"11206","green","35",3481
"11206","uber","35",1749
"11206","green","36",3978
"11206","uber","36",2046
"11206","green","37",3780
"11206","uber","37",1933
"11206","green","38",3898
"11206","uber","38",1841
"11206","green","39",3840
"11206","uber","39",2061
"11206","green","40",634
"11206","uber","40",448
"11207","green","14",233
"11207","uber","14",75
"11207","green","15",286
"11207","uber","15",68
"11207","green","16",292
"11207","uber","16",102
"11207","green","17",319
"11207","uber","17",114
"11207","green","18",283
"11207","uber","18",89
"11207","green","19",415
"11207","uber","19",149
"11207","green","20",332
"11207","uber","20",118
"11207","green","21",295
"11207","uber","21",74
"11207","green","22",351
"11207","uber","22",94
"11207","green","23",316
"11207","uber","23",91
"11207","green","24",335
"11207","uber","24",90
"11207","green","25",330
"11207","uber","25",92
"11207","green","26",279
"11207","uber","26",89
"11207","green","27",288
"11207","uber","27",99
"11207","green","28",306
"11207","uber","28",154
"11207","green","29",265
"11207","uber","29",182
"11207","green","30",222
"11207","uber","30",166
"11207","green","31",264
"11207","uber","31",177
"11207","green","32",298
"11207","uber","32",199
"11207","green","33",286
"11207","uber","33",197
"11207","green","34",228
"11207","uber","34",196
"11207","green","35",271
"11207","uber","35",198
"11207","green","36",253
"11207","uber","36",216
"11207","green","37",254
"11207","uber","37",232
"11207","green","38",260
"11207","uber","38",224
"11207","green","39",244
"11207","uber","39",232
"11207","green","40",53
"11207","uber","40",53
"11208","green","14",120
"11208","uber","14",38
"11208","green","15",144
"11208","uber","15",42
"11208","green","16",139
"11208","uber","16",39
"11208","green","17",163
"11208","uber","17",48
"11208","green","18",181
"11208","uber","18",56
"11208","green","19",254
"11208","uber","19",72
"11208","green","20",205
"11208","uber","20",53
"11208","green","21",204
"11208","uber","21",32
"11208","green","22",187
"11208","uber","22",43
"11208","green","23",179
"11208","uber","23",25
"11208","green","24",202
"11208","uber","24",30
"11208","green","25",150
"11208","uber","25",29
"11208","green","26",130
"11208","uber","26",43
"11208","green","27",176
"11208","uber","27",29
"11208","green","28",133
"11208","uber","28",32
"11208","green","29",116
"11208","uber","29",43
"11208","green","30",107
"11208","uber","30",52
"11208","green","31",101
"11208","uber","31",61
"11208","green","32",132
"11208","uber","32",66
"11208","green","33",129
"11208","uber","33",47
"11208","green","34",120
"11208","uber","34",57
"11208","green","35",142
"11208","uber","35",60
"11208","green","36",105
"11208","uber","36",59
"11208","green","37",131
"11208","uber","37",66
"11208","green","38",106
"11208","uber","38",59
"11208","green","39",121
"11208","uber","39",79
"11208","green","40",17
"11208","uber","40",15
"11209","green","14",134
"11209","uber","14",108
"11209","green","15",144
"11209","uber","15",101
"11209","green","16",119
"11209","uber","16",122
"11209","green","17",148
"11209","uber","17",138
"11209","green","18",149
"11209","uber","18",141
"11209","green","19",194
"11209","uber","19",127
"11209","green","20",205
"11209","uber","20",135
"11209","green","21",146
"11209","uber","21",139
"11209","green","22",180
"11209","uber","22",133
"11209","green","23",201
"11209","uber","23",169
"11209","green","24",175
"11209","uber","24",170
"11209","green","25",181
"11209","uber","25",150
"11209","green","26",134
"11209","uber","26",189
"11209","green","27",156
"11209","uber","27",163
"11209","green","28",113
"11209","uber","28",224
"11209","green","29",122
"11209","uber","29",231
"11209","green","30",123
"11209","uber","30",227
"11209","green","31",119
"11209","uber","31",252
"11209","green","32",89
"11209","uber","32",293
"11209","green","33",154
"11209","uber","33",283
"11209","green","34",104
"11209","uber","34",332
"11209","green","35",119
"11209","uber","35",270
"11209","green","36",124
"11209","uber","36",334
"11209","green","37",148
"11209","uber","37",374
"11209","green","38",161
"11209","uber","38",392
"11209","green","39",158
"11209","uber","39",376
"11209","green","40",30
"11209","uber","40",93
"11210","green","14",267
"11210","uber","14",68
"11210","green","15",305
"11210","uber","15",75
"11210","green","16",286
"11210","uber","16",56
"11210","green","17",251
"11210","uber","17",69
"11210","green","18",350
"11210","uber","18",82
"11210","green","19",311
"11210","uber","19",83
"11210","green","20",302
"11210","uber","20",85
"11210","green","21",341
"11210","uber","21",99
"11210","green","22",308
"11210","uber","22",113
"11210","green","23",354
"11210","uber","23",86
"11210","green","24",336
"11210","uber","24",106
"11210","green","25",365
"11210","uber","25",83
"11210","green","26",382
"11210","uber","26",113
"11210","green","27",409
"11210","uber","27",68
"11210","green","28",274
"11210","uber","28",98
"11210","green","29",294
"11210","uber","29",91
"11210","green","30",207
"11210","uber","30",137
"11210","green","31",298
"11210","uber","31",124
"11210","green","32",368
"11210","uber","32",144
"11210","green","33",367
"11210","uber","33",136
"11210","green","34",391
"11210","uber","34",134
"11210","green","35",401
"11210","uber","35",164
"11210","green","36",435
"11210","uber","36",157
"11210","green","37",416
"11210","uber","37",173
"11210","green","38",369
"11210","uber","38",194
"11210","green","39",380
"11210","uber","39",177
"11210","green","40",99
"11210","uber","40",36
"11211","green","14",21454
"11211","uber","14",2535
"11211","green","15",24147
"11211","uber","15",2620
"11211","green","16",25972
"11211","uber","16",2644
"11211","green","17",26189
"11211","uber","17",2994
"11211","green","18",25915
"11211","uber","18",3307
"11211","green","19",25685
"11211","uber","19",3132
"11211","green","20",26169
"11211","uber","20",3203
"11211","green","21",25985
"11211","uber","21",3152
"11211","green","22",26517
"11211","uber","22",3186
"11211","green","23",26958
"11211","uber","23",3543
"11211","green","24",27526
"11211","uber","24",3897
"11211","green","25",27254
"11211","uber","25",3656
"11211","green","26",25040
"11211","uber","26",3910
"11211","green","27",24696
"11211","uber","27",3960
"11211","green","28",24757
"11211","uber","28",5269
"11211","green","29",26819
"11211","uber","29",5391
"11211","green","30",25857
"11211","uber","30",5710
"11211","green","31",26651
"11211","uber","31",5718
"11211","green","32",26520
"11211","uber","32",5608
"11211","green","33",27657
"11211","uber","33",5971
"11211","green","34",27853
"11211","uber","34",6150
"11211","green","35",25215
"11211","uber","35",5967
"11211","green","36",28596
"11211","uber","36",6851
"11211","green","37",29047
"11211","uber","37",7137
"11211","green","38",28334
"11211","uber","38",7093
"11211","green","39",28630
"11211","uber","39",7298
"11211","green","40",4977
"11211","uber","40",1537
"11212","green","14",224
"11212","uber","14",41
"11212","green","15",194
"11212","uber","15",67
"11212","green","16",267
"11212","uber","16",58
"11212","green","17",189
"11212","uber","17",75
"11212","green","18",278
"11212","uber","18",105
"11212","green","19",263
"11212","uber","19",118
"11212","green","20",224
"11212","uber","20",81
"11212","green","21",204
"11212","uber","21",76
"11212","green","22",240
"11212","uber","22",89
"11212","green","23",215
"11212","uber","23",75
"11212","green","24",233
"11212","uber","24",65
"11212","green","25",214
"11212","uber","25",58
"11212","green","26",186
"11212","uber","26",68
"11212","green","27",239
"11212","uber","27",46
"11212","green","28",183
"11212","uber","28",65
"11212","green","29",188
"11212","uber","29",81
"11212","green","30",164
"11212","uber","30",73
"11212","green","31",197
"11212","uber","31",98
"11212","green","32",191
"11212","uber","32",84
"11212","green","33",219
"11212","uber","33",78
"11212","green","34",161
"11212","uber","34",107
"11212","green","35",228
"11212","uber","35",106
"11212","green","36",261
"11212","uber","36",100
"11212","green","37",201
"11212","uber","37",92
"11212","green","38",150
"11212","uber","38",108
"11212","green","39",225
"11212","uber","39",97
"11212","green","40",43
"11212","uber","40",18
"11213","green","14",678
"11213","uber","14",173
"11213","green","15",688
"11213","uber","15",184
"11213","green","16",746
"11213","uber","16",166
"11213","green","17",674
"11213","uber","17",168
"11213","green","18",918
"11213","uber","18",231
"11213","green","19",851
"11213","uber","19",263
"11213","green","20",840
"11213","uber","20",184
"11213","green","21",800
"11213","uber","21",144
"11213","green","22",873
"11213","uber","22",208
"11213","green","23",773
"11213","uber","23",170
"11213","green","24",821
"11213","uber","24",178
"11213","green","25",811
"11213","uber","25",172
"11213","green","26",793
"11213","uber","26",215
"11213","green","27",984
"11213","uber","27",216
"11213","green","28",737
"11213","uber","28",285
"11213","green","29",827
"11213","uber","29",269
"11213","green","30",770
"11213","uber","30",306
"11213","green","31",736
"11213","uber","31",324
"11213","green","32",802
"11213","uber","32",335
"11213","green","33",818
"11213","uber","33",380
"11213","green","34",801
"11213","uber","34",388
"11213","green","35",907
"11213","uber","35",372
"11213","green","36",952
"11213","uber","36",351
"11213","green","37",805
"11213","uber","37",388
"11213","green","38",814
"11213","uber","38",372
"11213","green","39",842
"11213","uber","39",399
"11213","green","40",195
"11213","uber","40",91
"11214","green","14",49
"11214","uber","14",33
"11214","green","15",54
"11214","uber","15",28
"11214","green","16",36
"11214","uber","16",25
"11214","green","17",37
"11214","uber","17",31
"11214","green","18",49
"11214","uber","18",27
"11214","green","19",49
"11214","uber","19",47
"11214","green","20",54
"11214","uber","20",46
"11214","green","21",55
"11214","uber","21",41
"11214","green","22",45
"11214","uber","22",34
"11214","green","23",46
"11214","uber","23",42
"11214","green","24",48
"11214","uber","24",54
"11214","green","25",82
"11214","uber","25",52
"11214","green","26",63
"11214","uber","26",55
"11214","green","27",63
"11214","uber","27",54
"11214","green","28",45
"11214","uber","28",68
"11214","green","29",38
"11214","uber","29",78
"11214","green","30",36
"11214","uber","30",79
"11214","green","31",41
"11214","uber","31",71
"11214","green","32",51
"11214","uber","32",78
"11214","green","33",34
"11214","uber","33",85
"11214","green","34",47
"11214","uber","34",83
"11214","green","35",48
"11214","uber","35",87
"11214","green","36",67
"11214","uber","36",100
"11214","green","37",44
"11214","uber","37",121
"11214","green","38",48
"11214","uber","38",144
"11214","green","39",51
"11214","uber","39",122
"11214","green","40",9
"11214","uber","40",25
"11215","green","14",4595
"11215","uber","14",967
"11215","green","15",5256
"11215","uber","15",1014
"11215","green","16",5108
"11215","uber","16",975
"11215","green","17",5568
"11215","uber","17",1083
"11215","green","18",6289
"11215","uber","18",1116
"11215","green","19",6480
"11215","uber","19",1122
"11215","green","20",7011
"11215","uber","20",1304
"11215","green","21",6476
"11215","uber","21",1101
"11215","green","22",7543
"11215","uber","22",1300
"11215","green","23",7519
"11215","uber","23",1366
"11215","green","24",7549
"11215","uber","24",1545
"11215","green","25",7777
"11215","uber","25",1692
"11215","green","26",7255
"11215","uber","26",1408
"11215","green","27",6543
"11215","uber","27",1260
"11215","green","28",6356
"11215","uber","28",1833
"11215","green","29",6737
"11215","uber","29",1922
"11215","green","30",6858
"11215","uber","30",2109
"11215","green","31",6230
"11215","uber","31",1870
"11215","green","32",6491
"11215","uber","32",2043
"11215","green","33",6278
"11215","uber","33",1983
"11215","green","34",6067
"11215","uber","34",2011
"11215","green","35",5841
"11215","uber","35",1902
"11215","green","36",7115
"11215","uber","36",2357
"11215","green","37",7462
"11215","uber","37",2547
"11215","green","38",7540
"11215","uber","38",2363
"11215","green","39",7121
"11215","uber","39",2659
"11215","green","40",1451
"11215","uber","40",641
"11216","green","14",2923
"11216","uber","14",416
"11216","green","15",3004
"11216","uber","15",411
"11216","green","16",3380
"11216","uber","16",463
"11216","green","17",3520
"11216","uber","17",541
"11216","green","18",3471
"11216","uber","18",502
"11216","green","19",3519
"11216","uber","19",507
"11216","green","20",3662
"11216","uber","20",515
"11216","green","21",3602
"11216","uber","21",512
"11216","green","22",3730
"11216","uber","22",507
"11216","green","23",3740
"11216","uber","23",512
"11216","green","24",3736
"11216","uber","24",599
"11216","green","25",3777
"11216","uber","25",572
"11216","green","26",3792
"11216","uber","26",626
"11216","green","27",4114
"11216","uber","27",503
"11216","green","28",3587
"11216","uber","28",776
"11216","green","29",3849
"11216","uber","29",808
"11216","green","30",3758
"11216","uber","30",794
"11216","green","31",3859
"11216","uber","31",923
"11216","green","32",4009
"11216","uber","32",904
"11216","green","33",4088
"11216","uber","33",962
"11216","green","34",4077
"11216","uber","34",1015
"11216","green","35",4226
"11216","uber","35",1026
"11216","green","36",4525
"11216","uber","36",1111
"11216","green","37",4314
"11216","uber","37",1081
"11216","green","38",4261
"11216","uber","38",1039
"11216","green","39",4240
"11216","uber","39",1163
"11216","green","40",902
"11216","uber","40",270
"11217","green","14",7549
"11217","uber","14",951
"11217","green","15",8455
"11217","uber","15",993
"11217","green","16",8730
"11217","uber","16",940
"11217","green","17",8657
"11217","uber","17",1023
"11217","green","18",9235
"11217","uber","18",1034
"11217","green","19",9653
"11217","uber","19",1120
"11217","green","20",9330
"11217","uber","20",1115
"11217","green","21",8727
"11217","uber","21",889
"11217","green","22",9292
"11217","uber","22",1094
"11217","green","23",9703
"11217","uber","23",1118
"11217","green","24",9322
"11217","uber","24",1231
"11217","green","25",9310
"11217","uber","25",1138
"11217","green","26",9939
"11217","uber","26",1282
"11217","green","27",9011
"11217","uber","27",985
"11217","green","28",8940
"11217","uber","28",1442
"11217","green","29",9178
"11217","uber","29",1402
"11217","green","30",9030
"11217","uber","30",1616
"11217","green","31",8652
"11217","uber","31",1586
"11217","green","32",9580
"11217","uber","32",1664
"11217","green","33",9356
"11217","uber","33",1509
"11217","green","34",10244
"11217","uber","34",2105
"11217","green","35",9199
"11217","uber","35",1581
"11217","green","36",10047
"11217","uber","36",1906
"11217","green","37",10762
"11217","uber","37",2239
"11217","green","38",10593
"11217","uber","38",1985
"11217","green","39",11445
"11217","uber","39",2340
"11217","green","40",2232
"11217","uber","40",443
"11218","green","14",278
"11218","uber","14",131
"11218","green","15",345
"11218","uber","15",141
"11218","green","16",308
"11218","uber","16",158
"11218","green","17",298
"11218","uber","17",142
"11218","green","18",456
"11218","uber","18",166
"11218","green","19",492
"11218","uber","19",145
"11218","green","20",559
"11218","uber","20",179
"11218","green","21",492
"11218","uber","21",198
"11218","green","22",506
"11218","uber","22",203
"11218","green","23",555
"11218","uber","23",178
"11218","green","24",585
"11218","uber","24",209
"11218","green","25",570
"11218","uber","25",197
"11218","green","26",567
"11218","uber","26",254
"11218","green","27",432
"11218","uber","27",165
"11218","green","28",482
"11218","uber","28",221
"11218","green","29",457
"11218","uber","29",334
"11218","green","30",407
"11218","uber","30",345
"11218","green","31",374
"11218","uber","31",359
"11218","green","32",381
"11218","uber","32",368
"11218","green","33",417
"11218","uber","33",364
"11218","green","34",368
"11218","uber","34",362
"11218","green","35",419
"11218","uber","35",363
"11218","green","36",460
"11218","uber","36",420
"11218","green","37",547
"11218","uber","37",464
"11218","green","38",508
"11218","uber","38",434
"11218","green","39",427
"11218","uber","39",445
"11218","green","40",103
"11218","uber","40",125
"11219","green","14",73
"11219","uber","14",49
"11219","green","15",75
"11219","uber","15",48
"11219","green","16",40
"11219","uber","16",32
"11219","green","17",62
"11219","uber","17",28
"11219","green","18",71
"11219","uber","18",46
"11219","green","19",68
"11219","uber","19",33
"11219","green","20",96
"11219","uber","20",37
"11219","green","21",94
"11219","uber","21",37
"11219","green","22",94
"11219","uber","22",46
"11219","green","23",73
"11219","uber","23",54
"11219","green","24",116
"11219","uber","24",52
"11219","green","25",109
"11219","uber","25",58
"11219","green","26",110
"11219","uber","26",34
"11219","green","27",97
"11219","uber","27",39
"11219","green","28",68
"11219","uber","28",70
"11219","green","29",76
"11219","uber","29",86
"11219","green","30",69
"11219","uber","30",84
"11219","green","31",59
"11219","uber","31",72
"11219","green","32",52
"11219","uber","32",96
"11219","green","33",48
"11219","uber","33",88
"11219","green","34",55
"11219","uber","34",77
"11219","green","35",62
"11219","uber","35",72
"11219","green","36",76
"11219","uber","36",91
"11219","green","37",65
"11219","uber","37",88
"11219","green","38",69
"11219","uber","38",121
"11219","green","39",80
"11219","uber","39",110
