"zipcode","cab_type","pickup_week","count"
"10106","uber","28",25
"10106","uber","29",36
"10106","uber","30",25
"10106","uber","31",25
"10106","uber","32",27
"10106","uber","33",21
"10106","uber","34",20
"10106","uber","35",22
"10106","uber","36",30
"10106","uber","37",33
"10106","uber","38",37
"10106","uber","39",23
"10106","uber","40",10
"10107","uber","14",3
"10107","uber","15",2
"10107","uber","16",4
"10107","uber","17",3
"10107","uber","18",2
"10107","uber","19",1
"10107","uber","20",2
"10107","uber","21",1
"10107","uber","22",4
"10107","uber","23",1
"10107","uber","24",2
"10107","uber","25",5
"10107","uber","26",5
"10107","uber","27",5
"10107","uber","28",8
"10107","uber","29",7
"10107","uber","30",4
"10107","uber","31",10
"10107","uber","32",9
"10107","uber","33",6
"10107","uber","34",5
"10107","uber","35",7
"10107","uber","36",14
"10107","uber","37",9
"10107","uber","38",7
"10107","uber","39",3
"10107","uber","40",3
"10110","uber","14",14
"10110","uber","15",8
"10110","uber","16",2
"10110","uber","17",6
"10110","uber","18",10
"10110","uber","19",6
"10110","uber","20",4
"10110","uber","21",11
"10110","uber","22",6
"10110","uber","23",11
"10110","uber","24",6
"10110","uber","25",11
"10110","uber","26",11
"10110","uber","27",8
"10110","uber","28",12
"10110","uber","29",14
"10110","uber","30",21
"10110","uber","31",6
"10110","uber","32",15
"10110","uber","33",11
"10110","uber","34",10
"10110","uber","35",11
"10110","uber","36",13
"10110","uber","37",9
"10110","uber","38",15
"10110","uber","39",18
"10110","uber","40",8
"10111","uber","14",72
"10111","uber","15",90
"10111","uber","16",73
"10111","uber","17",93
"10111","uber","18",113
"10111","uber","19",102
"10111","uber","20",105
"10111","uber","21",111
"10111","uber","22",90
"10111","uber","23",99
"10111","uber","24",106
"10111","uber","25",122
"10111","uber","26",114
"10111","uber","27",90
"10111","uber","28",110
"10111","uber","29",131
"10111","uber","30",133
"10111","uber","31",135
"10111","uber","32",110
"10111","uber","33",116
"10111","uber","34",87
"10111","uber","35",83
"10111","uber","36",126
"10111","uber","37",106
"10111","uber","38",143
"10111","uber","39",115
"10111","uber","40",48
"10112","uber","14",7
"10112","uber","15",10
"10112","uber","16",4
"10112","uber","17",8
"10112","uber","18",7
"10112","uber","19",7
"10112","uber","20",8
"10112","uber","21",5
"10112","uber","22",4
"10112","uber","23",9
"10112","uber","24",11
"10112","uber","25",10
"10112","uber","26",11
"10112","uber","27",6
"10112","uber","28",16
"10112","uber","29",25
"10112","uber","30",19
"10112","uber","31",15
"10112","uber","32",12
"10112","uber","33",11
"10112","uber","34",9
"10112","uber","35",13
"10112","uber","36",11
"10112","uber","37",10
"10112","uber","38",10
"10112","uber","40",4
"10115","green","14",4
"10115","uber","14",2
"10115","green","15",11
"10115","uber","15",1
"10115","green","16",9
"10115","uber","16",2
"10115","green","17",12
"10115","uber","17",1
"10115","green","18",12
"10115","uber","18",1
"10115","green","19",12
"10115","uber","19",2
"10115","green","20",13
"10115","uber","20",2
"10115","green","21",10
"10115","uber","21",1
"10115","green","22",13
"10115","uber","22",1
"10115","green","23",16
"10115","green","24",14
"10115","uber","24",2
"10115","green","25",13
"10115","uber","25",5
"10115","green","26",11
"10115","uber","26",1
"10115","green","27",7
"10115","uber","27",2
"10115","green","28",7
"10115","uber","28",4
"10115","green","29",6
"10115","uber","29",3
"10115","green","30",11
"10115","uber","30",3
"10115","green","31",6
"10115","uber","31",3
"10115","green","32",10
"10115","uber","32",2
"10115","green","33",8
"10115","uber","33",4
"10115","green","34",5
"10115","uber","34",5
"10115","green","35",9
"10115","uber","35",5
"10115","green","36",5
"10115","uber","36",5
"10115","green","37",15
"10115","uber","37",5
"10115","green","38",17
"10115","uber","38",6
"10115","green","39",18
"10115","uber","39",6
"10115","green","40",5
"10115","uber","40",2
"10118","uber","14",24
"10118","uber","15",34
"10118","uber","16",21
"10118","uber","17",27
"10118","uber","18",31
"10118","uber","19",16
"10118","uber","20",19
"10118","uber","21",27
"10118","uber","22",20
"10118","uber","23",24
"10118","uber","24",29
"10118","uber","25",29
"10118","uber","26",32
"10118","uber","27",30
"10118","uber","28",57
"10118","uber","29",74
"10118","uber","30",64
"10118","uber","31",49
"10118","uber","32",64
"10118","green","33",1
"10118","uber","33",68
"10118","uber","34",50
"10118","green","35",1
"10118","uber","35",67
"10118","uber","36",56
"10118","uber","37",40
"10118","uber","38",61
"10118","uber","39",48
"10118","uber","40",19
"10119","uber","14",24
"10119","uber","15",40
"10119","uber","16",33
"10119","uber","17",22
"10119","uber","18",29
"10119","uber","19",38
"10119","uber","20",28
"10119","uber","21",25
"10119","uber","22",26
"10119","uber","23",35
"10119","uber","24",33
"10119","uber","25",36
"10119","uber","26",34
"10119","uber","27",36
"10119","uber","28",61
"10119","uber","29",65
"10119","uber","30",71
"10119","uber","31",55
"10119","uber","32",54
"10119","uber","33",74
"10119","uber","34",51
"10119","uber","35",36
"10119","uber","36",64
"10119","uber","37",71
"10119","uber","38",59
"10119","uber","39",70
"10119","uber","40",21
"10120","uber","14",6
"10120","uber","15",9
"10120","uber","16",3
"10120","uber","17",2
"10120","uber","18",5
"10120","uber","19",3
"10120","uber","20",2
"10120","uber","21",1
"10120","uber","22",4
"10120","uber","23",2
"10120","uber","24",4
"10120","uber","25",3
"10120","uber","26",4
"10120","uber","27",9
"10120","uber","28",8
"10120","uber","29",13
"10120","uber","30",13
"10120","uber","31",6
"10120","uber","32",13
"10120","uber","33",16
"10120","uber","34",14
"10120","uber","35",14
"10120","uber","36",16
"10120","uber","37",5
"10120","uber","38",7
"10120","uber","39",11
"10120","uber","40",4
"10121","green","14",2
"10121","uber","14",69
"10121","uber","15",87
"10121","uber","16",84
"10121","green","17",1
"10121","uber","17",60
"10121","green","18",2
"10121","uber","18",98
"10121","uber","19",112
"10121","uber","20",97
"10121","uber","21",87
"10121","uber","22",83
"10121","uber","23",86
"10121","uber","24",108
"10121","uber","25",107
"10121","uber","26",133
"10121","uber","27",138
"10121","uber","28",220
"10121","green","29",1
"10121","uber","29",233
"10121","uber","30",195
"10121","uber","31",206
"10121","uber","32",202
"10121","uber","33",217
"10121","uber","34",165
"10121","uber","35",148
"10121","uber","36",221
"10121","uber","37",163
"10121","uber","38",199
"10121","uber","39",227
"10121","uber","40",62
"10122","uber","15",1
"10122","uber","16",1
"10122","uber","17",3
"10122","uber","18",2
"10122","uber","19",5
"10122","uber","20",3
"10122","uber","21",2
"10122","uber","22",2
"10122","uber","25",3
"10122","uber","26",7
"10122","uber","27",3
"10122","uber","28",8
"10122","uber","29",5
"10122","uber","30",10
"10122","uber","31",4
"10122","uber","32",6
"10122","uber","33",8
"10122","uber","34",3
"10122","uber","35",4
"10122","uber","36",8
"10122","uber","37",6
"10122","uber","38",4
"10122","uber","39",7
"10122","uber","40",1
"10123","uber","14",1
"10123","uber","15",2
"10123","uber","16",2
"10123","uber","17",4
"10123","uber","18",2
"10123","uber","19",4
"10123","green","20",1
"10123","uber","20",1
"10123","uber","21",4
"10123","uber","22",4
"10123","uber","23",5
"10123","uber","24",5
"10123","uber","25",3
"10123","uber","26",3
"10123","uber","27",2
"10123","uber","28",9
"10123","uber","29",8
"10123","uber","30",12
"10123","uber","31",8
"10123","uber","32",7
"10123","uber","33",5
"10123","uber","34",6
"10123","uber","35",4
"10123","uber","36",11
"10123","uber","37",9
"10123","uber","38",4
"10123","uber","39",7
"10123","uber","40",2
"10128","green","14",1017
"10128","uber","14",1398
"10128","green","15",1171
"10128","uber","15",1539
"10128","green","16",1147
"10128","uber","16",1373
"10128","green","17",1209
"10128","uber","17",1522
"10128","green","18",1363
"10128","uber","18",1902
"10128","green","19",1371
"10128","uber","19",1940
"10128","green","20",1290
"10128","uber","20",1930
"10128","green","21",1203
"10128","uber","21",1676
"10128","green","22",1117
"10128","uber","22",1644
"10128","green","23",1200
"10128","uber","23",1895
"10128","green","24",1396
"10128","uber","24",2159
"10128","green","25",1167
"10128","uber","25",1634
"10128","green","26",1126
"10128","uber","26",1539
"10128","green","27",943
"10128","uber","27",1299
"10128","green","28",1065
"10128","uber","28",1888
"10128","green","29",1060
"10128","uber","29",2041
"10128","green","30",1123
"10128","uber","30",1941
"10128","green","31",1030
"10128","uber","31",2066
"10128","green","32",1041
"10128","uber","32",1961
"10128","green","33",1016
"10128","uber","33",1947
"10128","green","34",901
"10128","uber","34",1886
"10128","green","35",825
"10128","uber","35",1802
"10128","green","36",1157
"10128","uber","36",2409
"10128","green","37",1364
"10128","uber","37",2569
"10128","green","38",1415
"10128","uber","38",2841
"10128","green","39",1359
"10128","uber","39",2930
"10128","green","40",428
"10128","uber","40",816
"10151","uber","14",4
"10151","uber","15",13
"10151","uber","16",6
"10151","uber","17",7
"10151","uber","18",11
"10151","uber","19",3
"10151","uber","20",4
"10151","uber","21",4
"10151","uber","22",5
"10151","uber","23",6
"10151","uber","24",11
"10151","uber","25",5
"10151","uber","26",3
"10151","uber","27",11
"10151","uber","28",17
"10151","uber","29",15
"10151","uber","30",15
"10151","uber","31",11
"10151","uber","32",18
"10151","uber","33",11
"10151","uber","34",9
"10151","uber","35",12
"10151","uber","36",19
"10151","uber","37",21
"10151","uber","38",9
"10151","uber","39",18
"10151","uber","40",9
"10152","uber","14",44
"10152","uber","15",44
"10152","uber","16",30
"10152","uber","17",50
"10152","uber","18",52
"10152","uber","19",41
"10152","uber","20",48
"10152","uber","21",38
"10152","uber","22",36
"10152","uber","23",62
"10152","uber","24",62
"10152","uber","25",57
"10152","uber","26",50
"10152","uber","27",34
"10152","uber","28",56
"10152","uber","29",83
"10152","uber","30",62
"10152","uber","31",80
"10152","uber","32",57
"10152","uber","33",52
"10152","uber","34",46
"10152","uber","35",50
"10152","uber","36",81
"10152","uber","37",76
"10152","uber","38",98
"10152","uber","39",69
"10152","uber","40",36
"10153","uber","14",31
"10153","uber","15",42
"10153","uber","16",29
"10153","uber","17",31
"10153","uber","18",30
"10153","uber","19",30
"10153","uber","20",33
"10153","uber","21",35
"10153","uber","22",29
"10153","uber","23",42
"10153","uber","24",47
"10153","uber","25",40
"10153","uber","26",37
"10153","uber","27",57
"10153","uber","28",82
"10153","uber","29",109
"10153","uber","30",81
"10153","uber","31",94
"10153","uber","32",77
"10153","uber","33",95
"10153","green","34",3
"10153","uber","34",56
"10153","uber","35",61
"10153","uber","36",86
"10153","uber","37",73
"10153","uber","38",66
"10153","uber","39",73
"10153","uber","40",32
"10154","uber","14",42
"10154","uber","15",54
"10154","uber","16",39
"10154","uber","17",53
"10154","uber","18",63
"10154","uber","19",66
"10154","uber","20",49
"10154","uber","21",57
"10154","uber","22",39
"10154","uber","23",58
"10154","uber","24",60
"10154","uber","25",44
"10154","uber","26",73
"10154","uber","27",50
"10154","uber","28",88
"10154","uber","29",86
"10154","uber","30",102
"10154","uber","31",78
"10154","uber","32",60
"10154","uber","33",64
"10154","uber","34",49
"10154","uber","35",51
"10154","uber","36",87
"10154","uber","37",75
"10154","uber","38",83
"10154","uber","39",67
"10154","uber","40",46
"10155","uber","14",2
"10155","uber","15",6
"10155","uber","16",5
"10155","uber","17",2
"10155","uber","18",5
"10155","uber","19",6
"10155","uber","20",7
"10155","uber","21",8
"10155","uber","22",4
"10155","uber","23",9
"10155","uber","24",7
"10155","uber","25",2
"10155","uber","27",8
"10155","uber","28",10
"10155","uber","29",12
"10155","uber","30",9
"10155","uber","31",9
"10155","uber","32",14
"10155","uber","33",6
"10155","uber","34",10
"10155","uber","35",6
"10155","uber","36",14
"10155","uber","37",9
"10155","uber","38",8
"10155","uber","39",11
"10155","uber","40",5
"10158","uber","14",2
"10158","uber","15",4
"10158","uber","16",6
"10158","uber","17",7
"10158","uber","18",6
"10158","uber","19",1
"10158","uber","20",7
"10158","uber","22",4
"10158","uber","23",6
"10158","uber","24",7
"10158","uber","25",2
"10158","uber","26",6
"10158","uber","27",3
"10158","uber","28",9
"10158","uber","29",8
"10158","uber","30",13
"10158","uber","31",9
"10158","uber","32",4
"10158","uber","33",10
"10158","uber","34",8
"10158","uber","35",8
"10158","uber","36",6
"10158","uber","37",6
"10158","uber","38",8
"10158","uber","39",13
"10162","uber","16",1
"10162","uber","18",4
"10162","uber","19",4
"10162","uber","20",1
"10162","uber","21",3
"10162","uber","22",1
"10162","uber","23",3
"10162","uber","24",1
"10162","uber","25",1
"10162","uber","26",2
"10162","uber","27",1
"10162","uber","28",2
"10162","uber","29",3
"10162","uber","30",2
"10162","uber","31",2
"10162","uber","32",3
"10162","uber","33",3
"10162","uber","35",3
"10162","uber","36",4
"10162","uber","37",4
"10162","uber","38",5
"10162","uber","39",5
"10162","uber","40",2
"10165","uber","14",7
"10165","uber","15",7
"10165","uber","16",12
"10165","uber","17",10
"10165","uber","18",12
"10165","uber","19",9
"10165","uber","20",6
"10165","uber","21",6
"10165","uber","22",8
"10165","uber","23",12
"10165","uber","24",13
"10165","uber","25",8
"10165","uber","26",13
"10165","uber","27",11
"10165","uber","28",21
"10165","uber","29",24
"10165","uber","30",25
"10165","uber","31",28
"10165","uber","32",19
"10165","uber","33",28
"10165","uber","34",24
"10165","uber","35",22
"10165","uber","36",25
"10165","uber","37",30
"10165","uber","38",25
"10165","uber","39",23
"10165","uber","40",9
"10166","uber","14",22
"10166","uber","15",35
"10166","uber","16",24
"10166","uber","17",32
"10166","uber","18",36
"10166","uber","19",38
"10166","uber","20",28
"10166","uber","21",35
"10166","uber","22",25
"10166","uber","23",45
"10166","uber","24",29
"10166","uber","25",28
"10166","uber","26",24
"10166","green","27",1
"10166","uber","27",21
"10166","uber","28",42
"10166","uber","29",55
"10166","uber","30",47
"10166","uber","31",40
"10166","uber","32",24
"10166","uber","33",47
"10166","uber","34",39
"10166","uber","35",37
"10166","uber","36",31
"10166","uber","37",30
"10166","uber","38",28
"10166","uber","39",26
"10166","uber","40",17
"10167","uber","14",34
"10167","uber","15",36
"10167","uber","16",27
"10167","uber","17",38
"10167","uber","18",33
"10167","uber","19",34
"10167","uber","20",38
"10167","uber","21",49
"10167","uber","22",39
"10167","uber","23",48
"10167","uber","24",58
"10167","uber","25",58
"10167","uber","26",67
"10167","uber","27",43
"10167","uber","28",71
"10167","uber","29",78
"10167","uber","30",76
"10167","uber","31",72
"10167","uber","32",57
"10167","uber","33",68
"10167","uber","34",49
"10167","uber","35",34
"10167","uber","36",72
"10167","uber","37",70
"10167","uber","38",59
"10167","uber","39",77
"10167","uber","40",30
"10168","uber","14",9
"10168","uber","15",5
"10168","uber","16",3
"10168","uber","17",9
"10168","uber","18",4
"10168","uber","19",10
"10168","uber","20",5
"10168","uber","21",3
"10168","uber","22",5
"10168","uber","23",14
"10168","uber","24",10
"10168","uber","25",16
"10168","uber","26",8
"10168","uber","27",7
"10168","uber","28",17
"10168","uber","29",12
"10168","uber","30",13
"10168","uber","31",16
"10168","uber","32",14
"10168","uber","33",17
"10168","uber","34",12
"10168","uber","35",7
"10168","uber","36",17
"10168","uber","37",11
"10168","uber","38",21
"10168","uber","39",29
"10168","uber","40",7
"10169","uber","14",12
"10169","uber","15",26
"10169","uber","16",17
"10169","uber","17",10
"10169","uber","18",23
"10169","uber","19",13
"10169","uber","20",19
"10169","uber","21",18
"10169","uber","22",18
"10169","uber","23",18
"10169","uber","24",27
"10169","uber","25",26
"10169","uber","26",27
"10169","uber","27",27
"10169","uber","28",26
"10169","uber","29",37
"10169","uber","30",46
"10169","uber","31",28
"10169","uber","32",27
"10169","uber","33",28
"10169","uber","34",24
"10169","uber","35",22
"10169","uber","36",31
"10169","uber","37",35
"10169","uber","38",31
"10169","uber","39",20
"10169","uber","40",7
"10170","uber","14",5
"10170","uber","15",10
"10170","uber","16",4
"10170","uber","17",8
"10170","uber","18",13
"10170","uber","19",8
"10170","uber","20",20
"10170","uber","21",13
"10170","uber","22",11
"10170","uber","23",15
"10170","uber","24",21
"10170","uber","25",12
"10170","uber","26",22
"10170","uber","27",18
"10170","uber","28",32
"10170","uber","29",27
"10170","uber","30",31
"10170","uber","31",29
"10170","uber","32",34
"10170","uber","33",25
"10170","uber","34",26
"10170","uber","35",14
"10170","uber","36",18
"10170","uber","37",26
"10170","uber","38",21
"10170","uber","39",36
"10170","uber","40",8
"10171","uber","14",12
"10171","uber","15",24
"10171","uber","16",12
"10171","uber","17",11
"10171","uber","18",27
"10171","uber","19",18
"10171","uber","20",18
"10171","uber","21",8
"10171","uber","22",7
"10171","uber","23",13
"10171","uber","24",14
"10171","uber","25",16
"10171","uber","26",21
"10171","uber","27",10
"10171","uber","28",10
"10171","uber","29",20
"10171","uber","30",10
"10171","uber","31",19
"10171","uber","32",23
"10171","uber","33",15
"10171","uber","34",17
"10171","uber","35",13
"10171","uber","36",33
"10171","uber","37",27
"10171","uber","38",27
"10171","uber","39",11
"10171","uber","40",9
"10172","uber","14",51
"10172","uber","15",48
"10172","green","16",2
"10172","uber","16",31
"10172","uber","17",51
"10172","uber","18",44
"10172","uber","19",33
"10172","uber","20",42
"10172","uber","21",51
"10172","uber","22",54
"10172","uber","23",49
"10172","uber","24",64
"10172","uber","25",60
"10172","uber","26",45
"10172","uber","27",43
"10172","uber","28",74
"10172","uber","29",97
"10172","uber","30",82
"10172","uber","31",79
"10172","uber","32",71
"10172","uber","33",78
"10172","uber","34",72
"10172","uber","35",64
"10172","uber","36",99
"10172","uber","37",76
"10172","uber","38",80
"10172","uber","39",45
"10172","uber","40",37
"10173","uber","14",2
"10173","uber","15",11
"10173","uber","16",5
"10173","uber","17",3
"10173","uber","18",3
"10173","uber","19",3
"10173","uber","20",4
"10173","uber","21",2
"10173","uber","22",5
"10173","uber","23",7
"10173","uber","24",8
"10173","uber","25",11
"10173","uber","26",6
"10173","uber","27",10
"10173","uber","28",13
"10173","uber","29",14
"10173","uber","30",15
"10173","uber","31",19
"10173","uber","32",17
"10173","uber","33",13
"10173","uber","34",15
"10173","uber","35",6
"10173","uber","36",8
"10173","uber","37",14
"10173","uber","38",13
"10173","uber","39",14
"10173","uber","40",7
"10174","uber","14",13
"10174","uber","15",22
"10174","uber","16",14
"10174","uber","17",18
"10174","uber","18",20
"10174","green","19",1
"10174","uber","19",18
"10174","uber","20",28
"10174","uber","21",15
"10174","green","22",1
"10174","uber","22",20
"10174","uber","23",17
"10174","uber","24",18
"10174","uber","25",15
"10174","uber","26",11
"10174","uber","27",23
"10174","uber","28",41
"10174","uber","29",47
"10174","uber","30",46
"10174","uber","31",39
"10174","uber","32",45
"10174","uber","33",43
"10174","uber","34",31
"10174","uber","35",41
"10174","uber","36",47
"10174","uber","37",39
"10174","uber","38",44
"10174","uber","39",49
"10174","uber","40",16
"10175","uber","14",7
"10175","uber","15",5
"10175","uber","16",6
"10175","uber","17",1
"10175","uber","18",6
"10175","uber","19",6
"10175","uber","20",2
"10175","uber","21",4
"10175","uber","22",3
"10175","uber","23",6
"10175","uber","25",3
"10175","uber","26",3
"10175","uber","27",6
"10175","uber","28",7
"10175","uber","29",7
"10175","uber","30",9
"10175","uber","31",7
"10175","uber","32",8
"10175","uber","33",7
"10175","uber","34",5
"10175","uber","35",5
"10175","uber","36",5
"10175","uber","37",7
"10175","uber","38",8
"10175","uber","39",6
"10175","uber","40",1
"10176","uber","14",10
"10176","uber","15",9
"10176","uber","16",11
"10176","uber","17",6
"10176","uber","18",9
"10176","uber","19",5
"10176","uber","20",8
"10176","uber","21",8
"10176","uber","22",6
"10176","uber","23",8
"10176","uber","24",11
"10176","uber","25",25
"10176","uber","26",8
"10176","uber","27",11
"10176","uber","28",14
"10176","uber","29",16
"10176","uber","30",15
"10176","uber","31",12
"10176","uber","32",16
"10176","uber","33",21
"10176","uber","34",12
"10176","uber","35",7
"10176","uber","36",16
"10176","uber","37",13
"10176","uber","38",12
"10176","uber","39",15
"10176","uber","40",10
"10177","uber","14",12
"10177","uber","15",20
"10177","uber","16",22
"10177","uber","17",24
"10177","uber","18",22
"10177","uber","19",16
"10177","uber","20",11
"10177","uber","21",21
"10177","uber","22",15
"10177","uber","23",12
"10177","uber","24",20
"10177","uber","25",23
"10177","uber","26",27
"10177","uber","27",14
"10177","uber","28",29
"10177","uber","29",35
"10177","uber","30",30
"10177","uber","31",26
"10177","uber","32",34
"10177","uber","33",19
"10177","uber","34",22
"10177","uber","35",18
"10177","uber","36",19
"10177","uber","37",37
"10177","uber","38",23
"10177","uber","39",17
"10177","uber","40",15
"10178","uber","14",10
"10178","green","15",1
"10178","uber","15",9
"10178","uber","16",9
"10178","uber","17",10
"10178","uber","18",10
"10178","uber","19",9
"10178","uber","20",11
"10178","uber","21",4
"10178","uber","22",16
"10178","uber","23",4
"10178","uber","24",14
"10178","uber","25",15
"10178","uber","26",15
"10178","uber","27",14
"10178","uber","28",16
"10178","uber","29",22
"10178","uber","30",18
"10178","uber","31",23
"10178","uber","32",28
"10178","uber","33",14
"10178","uber","34",18
"10178","uber","35",19
"10178","uber","36",20
"10178","uber","37",23
"10178","uber","38",18
"10178","uber","39",20
"10178","uber","40",7
"10196","uber","14",30
"10196","uber","15",55
"10196","uber","16",47
"10196","uber","17",36
"10196","uber","18",46
"10196","uber","19",32
"10196","uber","20",33
"10196","uber","21",31
"10196","uber","22",23
"10196","uber","23",46
"10196","uber","24",40
"10196","uber","25",35
"10196","uber","26",34
"10196","uber","27",41
"10196","uber","28",34
"10196","uber","29",74
"10196","uber","30",46
"10196","uber","31",55
"10196","uber","32",53
"10196","uber","33",55
"10196","uber","34",49
"10196","uber","35",41
"10196","uber","36",52
"10196","uber","37",35
"10196","uber","38",42
"10196","uber","39",51
"10196","uber","40",19
"10203","uber","14",5
"10203","uber","15",2
"10203","uber","16",1
"10203","uber","17",1
"10203","uber","18",7
"10203","uber","19",2
"10203","uber","20",4
"10203","uber","21",5
"10203","uber","22",13
"10203","uber","23",6
"10203","uber","24",10
"10203","uber","25",4
"10203","uber","26",4
"10203","uber","27",14
"10203","uber","28",8
"10203","uber","29",13
"10203","uber","30",10
"10203","uber","31",26
"10203","uber","32",12
"10203","uber","33",17
"10203","uber","34",14
"10203","uber","35",7
"10203","uber","36",17
"10203","uber","37",21
"10203","uber","38",10
"10203","uber","39",11
"10203","uber","40",6
"10259","uber","14",2
"10259","uber","15",4
"10259","uber","16",9
"10259","uber","17",6
"10259","uber","18",3
"10259","uber","19",6
"10259","uber","20",4
"10259","uber","21",5
"10259","uber","22",13
"10259","uber","23",5
"10259","uber","24",6
"10259","uber","25",6
"10259","uber","26",10
"10259","uber","27",13
"10259","uber","28",14
"10259","uber","29",17
"10259","uber","30",19
"10259","uber","31",14
"10259","uber","32",13
"10259","uber","33",20
"10259","uber","34",18
"10259","uber","35",8
"10259","uber","36",10
"10259","uber","37",9
"10259","uber","38",10
"10259","uber","39",14
"10259","uber","40",1
"10260","uber","14",31
"10260","uber","15",46
"10260","uber","16",25
"10260","uber","17",30
"10260","uber","18",37
"10260","uber","19",32
"10260","uber","20",16
"10260","uber","21",34
"10260","uber","22",20
"10260","uber","23",39
"10260","uber","24",42
"10260","uber","25",33
"10260","uber","26",28
"10260","uber","27",41
"10260","uber","28",47
"10260","uber","29",64
"10260","uber","30",61
"10260","uber","31",54
"10260","uber","32",48
"10260","uber","33",67
"10260","uber","34",50
"10260","uber","35",50
"10260","uber","36",49
"10260","uber","37",36
"10260","uber","38",49
"10260","uber","39",65
"10260","uber","40",18
"10265","uber","14",15
"10265","uber","15",12
"10265","uber","16",14
"10265","uber","17",19
"10265","uber","18",11
"10265","uber","19",10
"10265","uber","20",13
"10265","uber","21",13
"10265","uber","22",12
"10265","uber","23",15
"10265","uber","24",14
"10265","uber","25",13
"10265","uber","26",11
"10265","uber","27",22
"10265","uber","28",33
"10265","uber","29",18
"10265","uber","30",25
"10265","uber","31",31
"10265","uber","32",45
"10265","uber","33",28
"10265","uber","34",23
"10265","uber","35",41
"10265","uber","36",28
"10265","uber","37",21
"10265","uber","38",24
"10265","uber","39",28
"10265","uber","40",9
"10270","uber","14",5
"10270","uber","15",4
"10270","uber","17",4
"10270","uber","18",7
"10270","uber","19",4
"10270","uber","20",1
"10270","uber","21",5
"10270","uber","22",2
"10270","uber","23",5
"10270","uber","24",5
"10270","uber","25",2
"10270","uber","26",4
"10270","uber","27",6
"10270","uber","28",6
"10270","uber","29",5
"10270","uber","30",5
"10270","uber","31",8
"10270","uber","32",6
"10270","uber","33",7
"10270","uber","34",6
"10270","uber","35",1
"10270","uber","36",9
"10270","uber","37",5
"10270","uber","38",7
"10270","uber","39",5
"10270","uber","40",2
"10271","uber","14",11
"10271","uber","15",6
"10271","uber","16",8
"10271","uber","17",5
"10271","uber","18",10
"10271","uber","19",5
"10271","uber","20",7
"10271","uber","21",12
"10271","uber","22",7
"10271","uber","23",12
"10271","uber","24",7
"10271","uber","25",13
"10271","uber","26",11
"10271","uber","27",7
"10271","uber","28",13
"10271","uber","29",23
"10271","uber","30",17
"10271","uber","31",23
"10271","uber","32",16
"10271","uber","33",15
"10271","uber","34",11
"10271","uber","35",19
"10271","uber","36",19
"10271","uber","37",20
"10271","uber","38",12
"10271","uber","39",15
"10271","uber","40",5
"10275","uber","14",3
"10275","uber","15",6
"10275","uber","16",3
"10275","uber","17",2
"10275","uber","18",2
"10275","uber","19",6
"10275","uber","20",6
"10275","uber","21",1
"10275","uber","22",5
"10275","uber","23",3
"10275","uber","24",2
"10275","uber","25",4
"10275","uber","26",3
"10275","uber","27",1
"10275","uber","28",5
"10275","uber","29",11
"10275","uber","30",4
"10275","uber","31",6
"10275","uber","32",7
"10275","uber","33",5
"10275","uber","34",7
"10275","uber","35",7
"10275","uber","36",3
"10275","uber","37",3
"10275","uber","38",5
"10275","uber","39",6
"10275","uber","40",7
"10278","uber","14",40
"10278","uber","15",45
"10278","uber","16",37
"10278","uber","17",26
"10278","uber","18",35
"10278","uber","19",53
"10278","uber","20",49
"10278","uber","21",49
"10278","uber","22",23
"10278","uber","23",29
"10278","uber","24",49
"10278","uber","25",47
"10278","uber","26",41
"10278","uber","27",35
"10278","uber","28",69
"10278","uber","29",71
"10278","uber","30",63
"10278","uber","31",72
"10278","uber","32",81
"10278","uber","33",75
"10278","uber","34",76
"10278","uber","35",84
"10278","uber","36",98
"10278","uber","37",69
"10278","uber","38",81
"10278","uber","39",112
"10278","uber","40",27
"10279","uber","14",6
"10279","uber","15",4
"10279","uber","16",5
"10279","uber","17",5
"10279","uber","18",4
"10279","uber","19",3
"10279","uber","20",3
"10279","uber","21",3
"10279","uber","22",6
"10279","uber","23",3
"10279","uber","24",1
"10279","uber","25",3
"10279","uber","26",2
"10279","uber","27",9
"10279","uber","28",8
"10279","uber","29",9
"10279","uber","30",9
"10279","uber","31",8
"10279","uber","32",11
"10279","uber","33",9
"10279","uber","34",4
"10279","uber","35",1
"10279","uber","36",5
"10279","uber","37",6
"10279","uber","38",6
"10279","uber","39",9
"10279","uber","40",3
"10280","uber","14",316
"10280","uber","15",432
"10280","green","16",2
"10280","uber","16",390
"10280","uber","17",450
"10280","green","18",1
"10280","uber","18",482
"10280","green","19",1
"10280","uber","19",415
"10280","green","20",1
"10280","uber","20",512
"10280","uber","21",421
"10280","green","22",2
"10280","uber","22",477
"10280","green","23",1
"10280","uber","23",495
"10280","uber","24",534
"10280","uber","25",533
"10280","uber","26",494
"10280","uber","27",365
"10280","green","28",1
"10280","uber","28",551
"10280","green","29",1
"10280","uber","29",695
"10280","uber","30",614
"10280","green","31",1
"10280","uber","31",633
"10280","uber","32",664
"10280","uber","33",660
"10280","uber","34",667
"10280","uber","35",656
"10280","uber","36",753
"10280","uber","37",773
"10280","uber","38",853
"10280","uber","39",751
"10280","uber","40",171
"10281","uber","14",133
"10281","uber","15",140
"10281","uber","16",128
"10281","uber","17",145
"10281","uber","18",168
"10281","uber","19",155
"10281","uber","20",161
"10281","uber","21",173
"10281","uber","22",156
"10281","uber","23",208
