"zipcode","cab_type","pickup_hour","count"
"10122","uber",16,11
"10122","uber",17,14
"10122","uber",18,16
"10122","uber",19,4
"10122","uber",20,3
"10122","uber",21,1
"10122","uber",22,3
"10122","uber",23,2
"10123","green",14,1
"10123","uber",0,5
"10123","uber",1,3
"10123","uber",2,2
"10123","uber",4,1
"10123","uber",7,2
"10123","uber",8,2
"10123","uber",9,5
"10123","uber",10,1
"10123","uber",11,12
"10123","uber",12,6
"10123","uber",13,5
"10123","uber",14,7
"10123","uber",15,8
"10123","uber",16,18
"10123","uber",17,27
"10123","uber",18,8
"10123","uber",19,7
"10123","uber",20,4
"10123","uber",21,4
"10123","uber",22,5
"10123","uber",23,2
"10128","green",0,467
"10128","green",1,256
"10128","green",2,146
"10128","green",3,84
"10128","green",4,92
"10128","green",5,224
"10128","green",6,579
"10128","green",7,1344
"10128","green",8,2479
"10128","green",9,2739
"10128","green",10,1809
"10128","green",11,1394
"10128","green",12,1298
"10128","green",13,1206
"10128","green",14,1316
"10128","green",15,1694
"10128","green",16,2124
"10128","green",17,2281
"10128","green",18,2296
"10128","green",19,2170
"10128","green",20,1588
"10128","green",21,1226
"10128","green",22,934
"10128","green",23,758
"10128","uber",0,509
"10128","uber",1,298
"10128","uber",2,227
"10128","uber",3,472
"10128","uber",4,725
"10128","uber",5,1400
"10128","uber",6,3674
"10128","uber",7,5010
"10128","uber",8,4239
"10128","uber",9,2643
"10128","uber",10,2224
"10128","uber",11,1966
"10128","uber",12,1732
"10128","uber",13,2193
"10128","uber",14,2651
"10128","uber",15,3062
"10128","uber",16,3175
"10128","uber",17,3311
"10128","uber",18,3034
"10128","uber",19,2246
"10128","uber",20,1883
"10128","uber",21,1695
"10128","uber",22,1311
"10128","uber",23,867
"10151","uber",0,2
"10151","uber",3,1
"10151","uber",4,1
"10151","uber",5,1
"10151","uber",6,3
"10151","uber",7,1
"10151","uber",8,2
"10151","uber",9,5
"10151","uber",10,9
"10151","uber",11,3
"10151","uber",12,21
"10151","uber",13,11
"10151","uber",14,39
"10151","uber",15,36
"10151","uber",16,26
"10151","uber",17,35
"10151","uber",18,29
"10151","uber",19,16
"10151","uber",20,18
"10151","uber",21,8
"10151","uber",22,5
"10151","uber",23,5
"10152","uber",0,21
"10152","uber",1,20
"10152","uber",2,12
"10152","uber",3,10
"10152","uber",4,2
"10152","uber",5,2
"10152","uber",6,3
"10152","uber",7,5
"10152","uber",8,17
"10152","uber",9,17
"10152","uber",10,20
"10152","uber",11,25
"10152","uber",12,45
"10152","uber",13,61
"10152","uber",14,59
"10152","uber",15,124
"10152","uber",16,156
"10152","uber",17,169
"10152","uber",18,193
"10152","uber",19,178
"10152","uber",20,161
"10152","uber",21,90
"10152","uber",22,58
"10152","uber",23,46
"10153","green",14,2
"10153","green",21,1
"10153","uber",0,21
"10153","uber",1,11
"10153","uber",2,10
"10153","uber",3,5
"10153","uber",4,4
"10153","uber",5,1
"10153","uber",7,9
"10153","uber",8,14
"10153","uber",9,32
"10153","uber",10,43
"10153","uber",11,49
"10153","uber",12,54
"10153","uber",13,86
"10153","uber",14,115
"10153","uber",15,167
"10153","uber",16,196
"10153","uber",17,174
"10153","uber",18,127
"10153","uber",19,112
"10153","uber",20,116
"10153","uber",21,77
"10153","uber",22,41
"10153","uber",23,34
"10154","uber",0,22
"10154","uber",1,11
"10154","uber",2,8
"10154","uber",3,6
"10154","uber",4,1
"10154","uber",5,6
"10154","uber",6,6
"10154","uber",7,14
"10154","uber",8,26
"10154","uber",9,31
"10154","uber",10,43
"10154","uber",11,36
"10154","uber",12,53
"10154","uber",13,63
"10154","uber",14,102
"10154","uber",15,132
"10154","uber",16,177
"10154","uber",17,180
"10154","uber",18,186
"10154","uber",19,175
"10154","uber",20,164
"10154","uber",21,118
"10154","uber",22,80
"10154","uber",23,43
"10155","uber",0,2
"10155","uber",5,1
"10155","uber",6,3
"10155","uber",7,4
"10155","uber",8,7
"10155","uber",9,5
"10155","uber",10,8
"10155","uber",11,8
"10155","uber",12,14
"10155","uber",13,11
"10155","uber",14,12
"10155","uber",15,22
"10155","uber",16,11
"10155","uber",17,21
"10155","uber",18,25
"10155","uber",19,10
"10155","uber",20,3
"10155","uber",21,15
"10155","uber",22,9
"10155","uber",23,3
"10158","uber",1,1
"10158","uber",2,1
"10158","uber",3,2
"10158","uber",4,4
"10158","uber",5,4
"10158","uber",6,5
"10158","uber",7,10
"10158","uber",8,9
"10158","uber",9,6
"10158","uber",10,2
"10158","uber",11,6
"10158","uber",12,7
"10158","uber",13,8
"10158","uber",14,8
"10158","uber",15,12
"10158","uber",16,10
"10158","uber",17,16
"10158","uber",18,14
"10158","uber",19,13
"10158","uber",20,14
"10158","uber",21,2
"10158","uber",22,5
"10158","uber",23,4
"10162","uber",5,1
"10162","uber",6,1
"10162","uber",7,5
"10162","uber",8,2
"10162","uber",9,3
"10162","uber",10,5
"10162","uber",11,1
"10162","uber",12,1
"10162","uber",13,7
"10162","uber",14,3
"10162","uber",15,6
"10162","uber",16,4
"10162","uber",17,3
"10162","uber",18,5
"10162","uber",19,2
"10162","uber",20,3
"10162","uber",21,4
"10162","uber",22,3
"10162","uber",23,1
"10165","uber",0,6
"10165","uber",1,2
"10165","uber",2,2
"10165","uber",3,2
"10165","uber",5,3
"10165","uber",6,8
"10165","uber",7,7
"10165","uber",8,14
"10165","uber",9,8
"10165","uber",10,11
"10165","uber",11,14
"10165","uber",12,10
"10165","uber",13,25
"10165","uber",14,22
"10165","uber",15,30
"10165","uber",16,37
"10165","uber",17,34
"10165","uber",18,52
"10165","uber",19,48
"10165","uber",20,41
"10165","uber",21,35
"10165","uber",22,23
"10165","uber",23,3
"10166","green",21,1
"10166","uber",0,10
"10166","uber",1,2
"10166","uber",2,5
"10166","uber",3,4
"10166","uber",4,1
"10166","uber",5,2
"10166","uber",6,7
"10166","uber",7,6
"10166","uber",8,12
"10166","uber",9,12
"10166","uber",10,20
"10166","uber",11,19
"10166","uber",12,35
"10166","uber",13,40
"10166","uber",14,38
"10166","uber",15,60
"10166","uber",16,52
"10166","uber",17,93
"10166","uber",18,112
"10166","uber",19,117
"10166","uber",20,104
"10166","uber",21,79
"10166","uber",22,30
"10166","uber",23,25
"10167","uber",0,11
"10167","uber",1,8
"10167","uber",2,6
"10167","uber",3,3
"10167","uber",5,4
"10167","uber",6,9
"10167","uber",7,10
"10167","uber",8,15
"10167","uber",9,28
"10167","uber",10,43
"10167","uber",11,35
"10167","uber",12,42
"10167","uber",13,58
"10167","uber",14,76
"10167","uber",15,117
"10167","uber",16,228
"10167","uber",17,216
"10167","uber",18,156
"10167","uber",19,137
"10167","uber",20,97
"10167","uber",21,60
"10167","uber",22,37
"10167","uber",23,19
"10168","uber",0,3
"10168","uber",3,1
"10168","uber",4,3
"10168","uber",5,2
"10168","uber",6,2
"10168","uber",7,9
"10168","uber",8,10
"10168","uber",9,14
"10168","uber",10,11
"10168","uber",11,14
"10168","uber",12,15
"10168","uber",13,15
"10168","uber",14,20
"10168","uber",15,29
"10168","uber",16,20
"10168","uber",17,31
"10168","uber",18,33
"10168","uber",19,25
"10168","uber",20,17
"10168","uber",21,17
"10168","uber",22,4
"10168","uber",23,6
"10169","uber",0,9
"10169","uber",1,9
"10169","uber",2,5
"10169","uber",3,2
"10169","uber",5,2
"10169","uber",6,4
"10169","uber",7,5
"10169","uber",8,9
"10169","uber",9,6
"10169","uber",10,9
"10169","uber",11,27
"10169","uber",12,17
"10169","uber",13,34
"10169","uber",14,37
"10169","uber",15,46
"10169","uber",16,60
"10169","uber",17,60
"10169","uber",18,71
"10169","uber",19,69
"10169","uber",20,68
"10169","uber",21,46
"10169","uber",22,30
"10169","uber",23,18
"10170","uber",0,8
"10170","uber",1,5
"10170","uber",2,2
"10170","uber",3,1
"10170","uber",4,2
"10170","uber",5,1
"10170","uber",6,2
"10170","uber",7,4
"10170","uber",8,14
"10170","uber",9,11
"10170","uber",10,17
"10170","uber",11,19
"10170","uber",12,14
"10170","uber",13,21
"10170","uber",14,18
"10170","uber",15,32
"10170","uber",16,48
"10170","uber",17,55
"10170","uber",18,56
"10170","uber",19,53
"10170","uber",20,58
"10170","uber",21,31
"10170","uber",22,23
"10170","uber",23,12
"10171","uber",0,1
"10171","uber",1,2
"10171","uber",2,3
"10171","uber",4,1
"10171","uber",5,5
"10171","uber",6,10
"10171","uber",7,11
"10171","uber",8,3
"10171","uber",9,7
"10171","uber",10,17
"10171","uber",11,12
"10171","uber",12,9
"10171","uber",13,30
"10171","uber",14,29
"10171","uber",15,40
"10171","uber",16,49
"10171","uber",17,44
"10171","uber",18,56
"10171","uber",19,55
"10171","uber",20,30
"10171","uber",21,13
"10171","uber",22,12
"10171","uber",23,6
"10172","green",2,1
"10172","green",18,1
"10172","uber",0,9
"10172","uber",1,6
"10172","uber",2,7
"10172","uber",3,14
"10172","uber",4,19
"10172","uber",5,25
"10172","uber",6,24
"10172","uber",7,41
"10172","uber",8,55
"10172","uber",9,53
"10172","uber",10,43
"10172","uber",11,63
"10172","uber",12,60
"10172","uber",13,80
"10172","uber",14,74
"10172","uber",15,147
"10172","uber",16,181
"10172","uber",17,210
"10172","uber",18,178
"10172","uber",19,128
"10172","uber",20,92
"10172","uber",21,57
"10172","uber",22,30
"10172","uber",23,24
"10173","uber",0,2
"10173","uber",2,1
"10173","uber",6,1
"10173","uber",7,3
"10173","uber",8,1
"10173","uber",9,6
"10173","uber",10,7
"10173","uber",11,12
"10173","uber",12,12
"10173","uber",13,15
"10173","uber",14,24
"10173","uber",15,26
"10173","uber",16,31
"10173","uber",17,31
"10173","uber",18,26
"10173","uber",19,17
"10173","uber",20,11
"10173","uber",21,14
"10173","uber",22,4
"10173","uber",23,4
"10174","green",15,1
"10174","green",22,1
"10174","uber",0,5
"10174","uber",1,5
"10174","uber",2,4
"10174","uber",3,1
"10174","uber",4,1
"10174","uber",5,1
"10174","uber",6,4
"10174","uber",7,8
"10174","uber",8,16
"10174","uber",9,15
"10174","uber",10,32
"10174","uber",11,30
"10174","uber",12,40
"10174","uber",13,38
"10174","uber",14,41
"10174","uber",15,73
"10174","uber",16,71
"10174","uber",17,103
"10174","uber",18,88
"10174","uber",19,78
"10174","uber",20,62
"10174","uber",21,34
"10174","uber",22,26
"10174","uber",23,4
"10175","uber",6,1
"10175","uber",7,2
"10175","uber",8,1
"10175","uber",10,3
"10175","uber",11,8
"10175","uber",12,11
"10175","uber",13,9
"10175","uber",14,6
"10175","uber",15,14
"10175","uber",16,19
"10175","uber",17,16
"10175","uber",18,13
"10175","uber",19,15
"10175","uber",20,8
"10175","uber",21,9
"10175","uber",22,4
"10175","uber",23,1
"10176","uber",0,2
"10176","uber",1,5
"10176","uber",6,1
"10176","uber",7,1
"10176","uber",8,3
"10176","uber",9,8
"10176","uber",10,6
"10176","uber",11,9
"10176","uber",12,14
"10176","uber",13,13
"10176","uber",14,32
"10176","uber",15,25
"10176","uber",16,40
"10176","uber",17,29
"10176","uber",18,27
"10176","uber",19,36
"10176","uber",20,32
"10176","uber",21,23
"10176","uber",22,7
"10176","uber",23,1
"10177","uber",0,11
"10177","uber",1,5
"10177","uber",2,4
"10177","uber",3,1
"10177","uber",4,2
"10177","uber",6,2
"10177","uber",7,3
"10177","uber",8,5
"10177","uber",9,8
"10177","uber",10,9
"10177","uber",11,21
"10177","uber",12,23
"10177","uber",13,27
"10177","uber",14,31
"10177","uber",15,50
"10177","uber",16,80
"10177","uber",17,66
"10177","uber",18,61
"10177","uber",19,51
"10177","uber",20,52
"10177","uber",21,37
"10177","uber",22,20
"10177","uber",23,14
"10178","green",20,1
"10178","uber",0,1
"10178","uber",1,2
"10178","uber",2,2
"10178","uber",5,1
"10178","uber",6,1
"10178","uber",7,8
"10178","uber",8,14
"10178","uber",9,6
"10178","uber",10,15
"10178","uber",11,19
"10178","uber",12,24
"10178","uber",13,13
"10178","uber",14,33
"10178","uber",15,42
"10178","uber",16,31
"10178","uber",17,38
"10178","uber",18,41
"10178","uber",19,40
"10178","uber",20,27
"10178","uber",21,15
"10178","uber",22,17
"10178","uber",23,6
"10196","uber",0,15
"10196","uber",1,5
"10196","uber",2,3
"10196","uber",3,6
"10196","uber",4,3
"10196","uber",5,5
"10196","uber",6,16
"10196","uber",7,9
"10196","uber",8,17
"10196","uber",9,26
"10196","uber",10,36
"10196","uber",11,31
"10196","uber",12,30
"10196","uber",13,37
"10196","uber",14,64
"10196","uber",15,77
"10196","uber",16,88
"10196","uber",17,108
"10196","uber",18,112
"10196","uber",19,115
"10196","uber",20,133
"10196","uber",21,91
"10196","uber",22,79
"10196","uber",23,29
"10203","uber",0,1
"10203","uber",1,1
"10203","uber",4,2
"10203","uber",5,3
"10203","uber",6,3
"10203","uber",8,5
"10203","uber",9,4
"10203","uber",10,15
"10203","uber",11,12
"10203","uber",12,6
"10203","uber",13,11
"10203","uber",14,12
"10203","uber",15,20
"10203","uber",16,19
"10203","uber",17,16
"10203","uber",18,20
"10203","uber",19,33
"10203","uber",20,28
"10203","uber",21,16
"10203","uber",22,20
"10203","uber",23,3
"10259","uber",0,1
"10259","uber",1,6
"10259","uber",3,1
"10259","uber",4,1
"10259","uber",5,7
"10259","uber",6,3
"10259","uber",7,5
"10259","uber",8,7
"10259","uber",9,4
"10259","uber",10,4
"10259","uber",11,9
"10259","uber",12,17
"10259","uber",13,10
"10259","uber",14,13
"10259","uber",15,16
"10259","uber",16,23
"10259","uber",17,15
"10259","uber",18,29
"10259","uber",19,28
"10259","uber",20,27
"10259","uber",21,12
"10259","uber",22,9
"10259","uber",23,12
"10260","uber",0,22
"10260","uber",1,21
"10260","uber",2,10
"10260","uber",3,9
"10260","uber",4,14
"10260","uber",5,15
"10260","uber",6,11
"10260","uber",7,22
"10260","uber",8,32
"10260","uber",9,27
"10260","uber",10,35
"10260","uber",11,35
"10260","uber",12,42
"10260","uber",13,50
"10260","uber",14,56
"10260","uber",15,73
"10260","uber",16,83
"10260","uber",17,91
"10260","uber",18,106
"10260","uber",19,70
"10260","uber",20,94
"10260","uber",21,93
"10260","uber",22,61
"10260","uber",23,40
"10265","uber",0,14
"10265","uber",1,5
"10265","uber",2,1
"10265","uber",3,10
"10265","uber",4,4
"10265","uber",5,8
"10265","uber",6,16
"10265","uber",7,18
"10265","uber",8,27
"10265","uber",9,17
"10265","uber",10,20
"10265","uber",11,23
"10265","uber",12,17
"10265","uber",13,29
"10265","uber",14,41
"10265","uber",15,34
"10265","uber",16,56
"10265","uber",17,37
"10265","uber",18,58
"10265","uber",19,46
"10265","uber",20,19
"10265","uber",21,20
"10265","uber",22,14
"10265","uber",23,14
"10270","uber",0,7
"10270","uber",1,1
"10270","uber",2,2
"10270","uber",3,1
"10270","uber",5,4
"10270","uber",6,2
"10270","uber",7,1
"10270","uber",8,5
"10270","uber",9,2
"10270","uber",10,4
"10270","uber",11,3
"10270","uber",12,5
"10270","uber",13,6
"10270","uber",14,5
"10270","uber",15,4
"10270","uber",16,6
"10270","uber",17,15
"10270","uber",18,10
"10270","uber",19,9
"10270","uber",20,14
"10270","uber",21,8
"10270","uber",22,9
"10270","uber",23,3
"10271","uber",0,8
"10271","uber",2,3
"10271","uber",3,3
"10271","uber",4,2
"10271","uber",5,7
"10271","uber",6,4
"10271","uber",7,5
"10271","uber",8,8
"10271","uber",9,3
"10271","uber",10,6
"10271","uber",11,8
"10271","uber",12,17
"10271","uber",13,16
"10271","uber",14,23
"10271","uber",15,30
"10271","uber",16,22
"10271","uber",17,24
"10271","uber",18,27
"10271","uber",19,29
"10271","uber",20,40
"10271","uber",21,19
"10271","uber",22,14
"10271","uber",23,11
"10275","uber",0,2
"10275","uber",1,4
"10275","uber",6,1
"10275","uber",8,2
"10275","uber",9,1
"10275","uber",10,4
"10275","uber",11,4
"10275","uber",12,2
"10275","uber",13,4
"10275","uber",14,15
"10275","uber",15,16
"10275","uber",16,22
"10275","uber",17,15
"10275","uber",18,9
"10275","uber",19,8
"10275","uber",20,3
"10275","uber",21,2
"10275","uber",22,4
"10275","uber",23,5
"10278","uber",0,26
"10278","uber",1,11
"10278","uber",2,14
"10278","uber",3,20
"10278","uber",4,35
"10278","uber",5,56
"10278","uber",6,58
"10278","uber",7,87
"10278","uber",8,70
"10278","uber",9,73
"10278","uber",10,75
"10278","uber",11,71
"10278","uber",12,46
"10278","uber",13,56
"10278","uber",14,69
"10278","uber",15,79
"10278","uber",16,73
"10278","uber",17,106
"10278","uber",18,121
"10278","uber",19,105
"10278","uber",20,99
"10278","uber",21,58
"10278","uber",22,67
"10278","uber",23,61
"10279","uber",0,5
"10279","uber",1,5
"10279","uber",3,3
"10279","uber",4,1
"10279","uber",5,2
"10279","uber",6,4
"10279","uber",7,2
"10279","uber",9,6
"10279","uber",10,7
"10279","uber",11,5
"10279","uber",12,6
"10279","uber",13,4
"10279","uber",14,5
"10279","uber",15,15
"10279","uber",16,15
"10279","uber",17,17
"10279","uber",18,14
"10279","uber",19,9
"10279","uber",20,4
"10279","uber",21,2
"10279","uber",22,7
"10279","uber",23,7
"10280","green",1,3
"10280","green",7,1
"10280","green",10,1
"10280","green",15,1
"10280","green",17,1
"10280","green",22,2
"10280","green",23,2
"10280","uber",0,164
"10280","uber",1,94
"10280","uber",2,82
"10280","uber",3,199
"10280","uber",4,263
"10280","uber",5,431
"10280","uber",6,522
"10280","uber",7,670
"10280","uber",8,621
"10280","uber",9,582
"10280","uber",10,611
"10280","uber",11,641
"10280","uber",12,655
"10280","uber",13,676
"10280","uber",14,771
"10280","uber",15,868
"10280","uber",16,1049
"10280","uber",17,1264
"10280","uber",18,1318
"10280","uber",19,1090
"10280","uber",20,771
"10280","uber",21,642
"10280","uber",22,471
"10280","uber",23,302
"10281","green",1,1
"10281","uber",0,68
"10281","uber",1,40
"10281","uber",2,15
"10281","uber",3,26
"10281","uber",4,21
"10281","uber",5,22
"10281","uber",6,49
"10281","uber",7,53
"10281","uber",8,82
"10281","uber",9,117
"10281","uber",10,154
"10281","uber",11,204
"10281","uber",12,249
"10281","uber",13,308
"10281","uber",14,409
"10281","uber",15,603
"10281","uber",16,755
"10281","uber",17,786
"10281","uber",18,605
"10281","uber",19,593
"10281","uber",20,427
"10281","uber",21,331
"10281","uber",22,225
"10281","uber",23,125
"10282","green",4,1
"10282","green",10,1
"10282","green",17,1
"10282","uber",0,209
"10282","uber",1,139
"10282","uber",2,56
"10282","uber",3,181
"10282","uber",4,266
"10282","uber",5,345
"10282","uber",6,608
"10282","uber",7,758
"10282","uber",8,842
"10282","uber",9,750
"10282","uber",10,741
"10282","uber",11,775
"10282","uber",12,780
"10282","uber",13,900
"10282","uber",14,1090
"10282","uber",15,1465
"10282","uber",16,2028
"10282","uber",17,2313
"10282","uber",18,2217
"10282","uber",19,1767
"10282","uber",20,1330
"10282","uber",21,1053
"10282","uber",22,722
"10282","uber",23,423
"10285","uber",0,8
"10285","uber",1,5
"10285","uber",2,1
"10285","uber",3,1
"10285","uber",4,1
"10285","uber",7,1
"10285","uber",8,2
"10285","uber",9,8
"10285","uber",10,10
"10285","uber",11,17
"10285","uber",12,23
"10285","uber",13,33
"10285","uber",14,48
"10285","uber",15,73
"10285","uber",16,81
"10285","uber",17,110
"10285","uber",18,89
"10285","uber",19,86
"10285","uber",20,62
"10285","uber",21,40
"10285","uber",22,39
"10285","uber",23,13
"10286","uber",0,25
"10286","uber",1,5
"10286","uber",2,6
"10286","uber",3,4
"10286","uber",4,5
"10286","uber",5,4
"10286","uber",6,9
"10286","uber",7,13
"10286","uber",8,9
"10286","uber",9,19
"10286","uber",10,16
"10286","uber",11,10
"10286","uber",12,13
"10286","uber",13,19
"10286","uber",14,20
"10286","uber",15,21
"10286","uber",16,25
"10286","uber",17,33
"10286","uber",18,34
"10286","uber",19,43
"10286","uber",20,45
"10286","uber",21,42
"10286","uber",22,21
"10286","uber",23,17
"10301","green",0,7
"10301","green",1,5
"10301","green",2,4
"10301","green",3,4
"10301","green",4,1
"10301","green",5,3
"10301","green",6,4
"10301","green",7,5
"10301","green",8,38
"10301","green",9,25
"10301","green",10,19
"10301","green",11,23
"10301","green",12,12
"10301","green",13,23
"10301","green",14,18
"10301","green",15,22
"10301","green",16,28
"10301","green",17,40
"10301","green",18,35
"10301","green",19,38
"10301","green",20,35
"10301","green",21,24
"10301","green",22,14
"10301","green",23,5
"10301","uber",0,4
"10301","uber",1,1
"10301","uber",2,3
"10301","uber",3,13
"10301","uber",4,7
"10301","uber",5,13
"10301","uber",6,7
"10301","uber",7,3
"10301","uber",8,7
"10301","uber",9,8
"10301","uber",10,11
"10301","uber",11,10
"10301","uber",12,12
"10301","uber",13,8
"10301","uber",14,14
"10301","uber",15,14
"10301","uber",16,14
"10301","uber",17,15
"10301","uber",18,11
"10301","uber",19,11
"10301","uber",20,9
"10301","uber",21,11
"10301","uber",22,3
"10301","uber",23,6
"10302","green",0,1
"10302","green",2,1
"10302","green",3,1
"10302","green",6,3
"10302","green",7,4
"10302","green",8,3
"10302","green",9,9
"10302","green",10,4
"10302","green",11,4
"10302","green",12,3
"10302","green",13,3
"10302","green",14,3
"10302","green",15,4
"10302","green",16,4
"10302","green",17,5
"10302","green",18,5
"10302","green",19,7
"10302","green",20,4
"10302","green",23,1
"10302","uber",1,1
"10302","uber",2,1
"10302","uber",11,2
"10302","uber",12,2
"10302","uber",16,1
"10302","uber",17,1
"10302","uber",20,1
"10302","uber",21,1
"10302","uber",22,2
"10303","green",1,3
"10303","green",5,1
"10303","green",6,18
"10303","green",7,31
"10303","green",8,39
"10303","green",9,33
"10303","green",10,21
"10303","green",11,22
"10303","green",12,17
"10303","green",13,24
"10303","green",14,20
"10303","green",15,17
"10303","green",16,19
"10303","green",17,9
"10303","green",18,10
"10303","green",19,4
"10303","green",20,3
"10303","green",21,1
"10303","green",22,2
"10303","uber",0,1
"10303","uber",1,1
"10303","uber",3,1
"10303","uber",5,5
"10303","uber",6,6
"10303","uber",7,1
"10303","uber",9,1
"10303","uber",11,1
"10303","uber",12,2
"10303","uber",13,1
"10303","uber",16,2
"10303","uber",17,3
"10303","uber",18,1
"10303","uber",20,2
"10303","uber",21,1
"10303","uber",22,1
"10304","green",1,4
"10304","green",3,2
"10304","green",5,1
"10304","green",6,1
"10304","green",7,1
"10304","green",9,2
"10304","green",11,1
"10304","green",12,2
"10304","green",14,5
"10304","green",15,1
"10304","green",16,3
"10304","green",17,5
"10304","green",18,5
"10304","green",19,1
"10304","green",20,4
"10304","green",21,3
"10304","green",22,1
"10304","green",23,2
"10304","uber",0,2
"10304","uber",1,1
"10304","uber",2,1
"10304","uber",4,2
"10304","uber",5,8
"10304","uber",6,13
"10304","uber",7,7
"10304","uber",8,4
"10304","uber",9,5
"10304","uber",10,6
"10304","uber",11,11
"10304","uber",12,9
"10304","uber",13,13
"10304","uber",14,10
"10304","uber",15,8
"10304","uber",16,9
"10304","uber",17,12
"10304","uber",18,9
"10304","uber",19,12
"10304","uber",20,5
"10304","uber",21,7
"10304","uber",22,6
"10304","uber",23,5
"10305","green",1,2
"10305","green",2,2
"10305","green",3,1
"10305","green",4,1
"10305","green",7,3
"10305","green",8,1
"10305","green",9,4
"10305","green",10,3
"10305","green",11,2
"10305","green",12,3
"10305","green",13,2
"10305","green",15,1
"10305","green",16,6
"10305","green",17,2
"10305","green",18,3
"10305","green",19,4
"10305","green",20,4
"10305","green",21,4
"10305","green",22,1
"10305","uber",0,7
"10305","uber",1,1
"10305","uber",3,3
"10305","uber",4,3
"10305","uber",5,4
"10305","uber",6,3
"10305","uber",7,13
"10305","uber",8,11
"10305","uber",9,9
"10305","uber",10,16
"10305","uber",11,33
"10305","uber",12,28
"10305","uber",13,17
"10305","uber",14,17
"10305","uber",15,12
"10305","uber",16,15
"10305","uber",17,11
"10305","uber",18,11
"10305","uber",19,13
"10305","uber",20,13
"10305","uber",21,13
"10305","uber",22,15
"10305","uber",23,12
"10306","green",0,1
"10306","green",1,1
"10306","green",3,1
"10306","green",4,1
"10306","green",9,1
"10306","green",10,1
"10306","green",13,1
"10306","green",14,1
"10306","green",16,1
"10306","green",22,1
"10306","uber",2,1
"10306","uber",4,1
"10306","uber",6,3
"10306","uber",7,1
"10306","uber",9,2
"10306","uber",10,2
"10306","uber",12,3
"10306","uber",13,1
"10306","uber",14,1
"10306","uber",15,2
"10306","uber",16,6
"10306","uber",17,1
"10306","uber",18,2
"10306","uber",19,3
"10306","uber",20,2
"10306","uber",21,1
"10306","uber",22,1
"10306","uber",23,2
"10307","green",9,1
"10308","green",14,1
"10308","green",19,1
"10308","green",20,1
"10308","green",21,1
"10308","uber",2,1
"10308","uber",7,1
"10308","uber",10,1
"10308","uber",14,2
"10308","uber",16,1
"10308","uber",18,1
"10308","uber",20,2
"10309","green",9,1
"10309","green",10,1
"10309","green",12,1
"10309","green",13,1
"10309","green",17,1
"10309","green",18,1
"10309","green",21,1
"10309","uber",6,1
"10309","uber",12,1
"10309","uber",14,1
"10309","uber",16,1
"10309","uber",19,1
"10309","uber",23,1
"10310","green",0,1
"10310","green",1,1
"10310","green",3,1
"10310","green",5,1
"10310","green",7,1
"10310","green",9,5
"10310","green",10,3
"10310","green",11,4
"10310","green",12,1
"10310","green",13,3
"10310","green",14,4
"10310","green",15,7
"10310","green",16,2
"10310","green",18,1
"10310","green",20,1
"10310","green",21,2
"10310","green",23,1
"10310","uber",0,3
"10310","uber",1,1
"10310","uber",2,1
"10310","uber",4,2
"10310","uber",5,1
"10310","uber",7,2
"10310","uber",10,3
"10310","uber",11,1
"10310","uber",12,1
"10310","uber",14,3
"10310","uber",15,4
"10310","uber",17,2
"10310","uber",18,2
"10310","uber",19,1
"10310","uber",20,4
"10310","uber",21,7
"10310","uber",22,6
"10310","uber",23,2
"10312","green",1,1
"10312","green",2,2
"10312","green",5,2
"10312","green",16,1
"10312","green",19,3
"10312","green",20,1
"10312","uber",1,1
"10312","uber",3,2
"10312","uber",6,3
"10312","uber",8,1
"10312","uber",11,2
"10312","uber",14,2
"10312","uber",15,1
"10312","uber",18,1
"10312","uber",19,1
"10312","uber",20,1
"10314","green",0,3
"10314","green",1,2
"10314","green",2,1
"10314","green",3,2
"10314","green",5,5
"10314","green",6,3
"10314","green",7,6
"10314","green",8,7
"10314","green",9,7
"10314","green",10,4
"10314","green",11,4
"10314","green",12,9
"10314","green",13,2
"10314","green",14,9
"10314","green",15,13
"10314","green",16,12
"10314","green",17,9
"10314","green",18,12
"10314","green",19,15
"10314","green",20,7
"10314","green",21,7
"10314","green",22,5
"10314","green",23,3
"10314","uber",1,6
"10314","uber",2,2
"10314","uber",3,2
"10314","uber",4,2
"10314","uber",5,11
"10314","uber",6,21
"10314","uber",7,22
"10314","uber",8,10
"10314","uber",9,4
"10314","uber",10,6
"10314","uber",11,6
"10314","uber",12,13
"10314","uber",13,13
"10314","uber",14,11
"10314","uber",15,15
"10314","uber",16,16
"10314","uber",17,17
"10314","uber",18,8
"10314","uber",19,8
"10314","uber",20,12
"10314","uber",21,9
"10314","uber",22,5
"10314","uber",23,2
"10451","green",0,3458
"10451","green",1,2575
"10451","green",2,1955
"10451","green",3,1582
"10451","green",4,1354
"10451","green",5,819
"10451","green",6,1327
"10451","green",7,2999
"10451","green",8,3843
"10451","green",9,3944
"10451","green",10,3763
"10451","green",11,4282
"10451","green",12,4503
"10451","green",13,4785
"10451","green",14,5346
"10451","green",15,5868
"10451","green",16,6473
"10451","green",17,6369
"10451","green",18,5856
"10451","green",19,5405
"10451","green",20,4984
"10451","green",21,5187
"10451","green",22,5556
"10451","green",23,4530
"10451","uber",0,79
"10451","uber",1,46
"10451","uber",2,56
"10451","uber",3,55
"10451","uber",4,22
"10451","uber",5,29
"10451","uber",6,53
"10451","uber",7,96
"10451","uber",8,55
