"zipcode","cab_type","pickup_hour","count"
"11001","green",4,1
"11001","green",6,1
"11001","green",8,1
"11001","green",9,1
"11001","green",10,1
"11001","green",11,1
"11001","green",12,3
"11001","green",13,1
"11001","green",14,2
"11001","green",15,7
"11001","green",16,1
"11001","green",17,3
"11001","green",18,2
"11001","green",19,8
"11001","green",20,1
"11001","green",21,6
"11001","green",22,1
"11001","uber",0,3
"11001","uber",1,1
"11001","uber",2,1
"11001","uber",3,1
"11001","uber",5,16
"11001","uber",6,6
"11001","uber",7,1
"11001","uber",8,2
"11001","uber",9,4
"11001","uber",10,4
"11001","uber",11,1
"11001","uber",12,3
"11001","uber",13,2
"11001","uber",14,2
"11001","uber",15,6
"11001","uber",16,6
"11001","uber",17,4
"11001","uber",19,4
"11001","uber",20,1
"11001","uber",21,2
"11001","uber",23,2
"11004","green",0,1
"11004","green",1,2
"11004","green",2,1
"11004","green",4,1
"11004","green",5,13
"11004","green",6,12
"11004","green",7,3
"11004","green",8,3
"11004","green",9,3
"11004","green",10,11
"11004","green",11,4
"11004","green",12,5
"11004","green",13,3
"11004","green",14,6
"11004","green",15,2
"11004","green",16,5
"11004","green",17,1
"11004","green",18,3
"11004","green",19,7
"11004","green",20,3
"11004","green",21,3
"11004","green",22,1
"11004","green",23,1
"11004","uber",0,3
"11004","uber",1,4
"11004","uber",2,2
"11004","uber",3,5
"11004","uber",4,3
"11004","uber",5,10
"11004","uber",6,5
"11004","uber",7,6
"11004","uber",8,4
"11004","uber",9,3
"11004","uber",10,3
"11004","uber",11,10
"11004","uber",12,10
"11004","uber",13,10
"11004","uber",14,6
"11004","uber",15,6
"11004","uber",16,11
"11004","uber",17,8
"11004","uber",18,5
"11004","uber",19,10
"11004","uber",20,11
"11004","uber",21,7
"11004","uber",22,3
"11004","uber",23,2
"11005","green",0,1
"11005","green",6,5
"11005","green",8,2
"11005","green",9,4
"11005","green",10,3
"11005","green",11,5
"11005","green",12,9
"11005","green",13,6
"11005","green",14,3
"11005","green",15,5
"11005","green",16,6
"11005","green",17,4
"11005","green",18,1
"11005","green",19,10
"11005","green",20,3
"11005","green",21,2
"11005","green",22,1
"11005","green",23,2
"11005","uber",0,2
"11005","uber",1,1
"11005","uber",2,1
"11005","uber",3,1
"11005","uber",4,1
"11005","uber",5,5
"11005","uber",6,3
"11005","uber",7,5
"11005","uber",8,15
"11005","uber",9,10
"11005","uber",10,6
"11005","uber",11,13
"11005","uber",12,6
"11005","uber",13,9
"11005","uber",14,16
"11005","uber",15,18
"11005","uber",16,11
"11005","uber",17,9
"11005","uber",18,3
"11005","uber",19,5
"11005","uber",20,6
"11005","uber",21,6
"11005","uber",22,23
"11005","uber",23,12
"11040","green",0,2
"11040","green",12,3
"11040","green",13,3
"11040","green",15,4
"11040","green",17,1
"11040","green",18,1
"11040","green",23,1
"11040","uber",0,1
"11040","uber",3,1
"11040","uber",5,4
"11040","uber",6,1
"11040","uber",8,4
"11040","uber",9,2
"11040","uber",10,1
"11040","uber",11,1
"11040","uber",12,6
"11040","uber",13,2
"11040","uber",14,1
"11040","uber",15,3
"11040","uber",16,2
"11040","uber",17,5
"11040","uber",18,4
"11040","uber",19,1
"11040","uber",20,1
"11040","uber",21,2
"11040","uber",22,2
"11040","uber",23,1
"11101","green",0,11640
"11101","green",1,8592
"11101","green",2,5956
"11101","green",3,4573
"11101","green",4,4398
"11101","green",5,2584
"11101","green",6,3395
"11101","green",7,4289
"11101","green",8,6472
"11101","green",9,7853
"11101","green",10,8751
"11101","green",11,8856
"11101","green",12,9317
"11101","green",13,9307
"11101","green",14,9943
"11101","green",15,11496
"11101","green",16,11763
"11101","green",17,13876
"11101","green",18,16061
"11101","green",19,16797
"11101","green",20,15607
"11101","green",21,14539
"11101","green",22,14756
"11101","green",23,13707
"11101","uber",0,724
"11101","uber",1,460
"11101","uber",2,339
"11101","uber",3,478
"11101","uber",4,479
"11101","uber",5,706
"11101","uber",6,951
"11101","uber",7,1229
"11101","uber",8,1306
"11101","uber",9,1404
"11101","uber",10,1431
"11101","uber",11,1406
"11101","uber",12,1443
"11101","uber",13,1586
"11101","uber",14,1689
"11101","uber",15,1708
"11101","uber",16,1953
"11101","uber",17,2034
"11101","uber",18,2156
"11101","uber",19,2065
"11101","uber",20,2083
"11101","uber",21,1951
"11101","uber",22,1642
"11101","uber",23,1121
"11102","green",0,6479
"11102","green",1,5136
"11102","green",2,3936
"11102","green",3,3155
"11102","green",4,2432
"11102","green",5,1695
"11102","green",6,1543
"11102","green",7,2122
"11102","green",8,3431
"11102","green",9,3939
"11102","green",10,4031
"11102","green",11,4295
"11102","green",12,4257
"11102","green",13,4275
"11102","green",14,4824
"11102","green",15,5483
"11102","green",16,6018
"11102","green",17,6407
"11102","green",18,7251
"11102","green",19,7345
"11102","green",20,7027
"11102","green",21,7129
"11102","green",22,7667
"11102","green",23,7340
"11102","uber",0,175
"11102","uber",1,129
"11102","uber",2,78
"11102","uber",3,117
"11102","uber",4,167
"11102","uber",5,257
"11102","uber",6,335
"11102","uber",7,368
"11102","uber",8,316
"11102","uber",9,288
"11102","uber",10,289
"11102","uber",11,258
"11102","uber",12,266
"11102","uber",13,271
"11102","uber",14,260
"11102","uber",15,301
"11102","uber",16,302
"11102","uber",17,376
"11102","uber",18,395
"11102","uber",19,307
"11102","uber",20,340
"11102","uber",21,330
"11102","uber",22,360
"11102","uber",23,279
"11103","green",0,11089
"11103","green",1,9351
"11103","green",2,7946
"11103","green",3,6302
"11103","green",4,5088
"11103","green",5,3059
"11103","green",6,2896
"11103","green",7,4264
"11103","green",8,6049
"11103","green",9,6497
"11103","green",10,6743
"11103","green",11,7277
"11103","green",12,7693
"11103","green",13,7869
"11103","green",14,9165
"11103","green",15,10050
"11103","green",16,11057
"11103","green",17,12400
"11103","green",18,13855
"11103","green",19,14123
"11103","green",20,13501
"11103","green",21,12371
"11103","green",22,12991
"11103","green",23,12412
"11103","uber",0,290
"11103","uber",1,228
"11103","uber",2,161
"11103","uber",3,214
"11103","uber",4,225
"11103","uber",5,341
"11103","uber",6,359
"11103","uber",7,370
"11103","uber",8,409
"11103","uber",9,341
"11103","uber",10,352
"11103","uber",11,343
"11103","uber",12,333
"11103","uber",13,338
"11103","uber",14,376
"11103","uber",15,388
"11103","uber",16,408
"11103","uber",17,458
"11103","uber",18,427
"11103","uber",19,439
"11103","uber",20,443
"11103","uber",21,509
"11103","uber",22,458
"11103","uber",23,437
"11104","green",0,2339
"11104","green",1,1866
"11104","green",2,1523
"11104","green",3,1125
"11104","green",4,1191
"11104","green",5,888
"11104","green",6,856
"11104","green",7,1186
"11104","green",8,2441
"11104","green",9,2522
"11104","green",10,2435
"11104","green",11,2281
"11104","green",12,2249
"11104","green",13,2265
"11104","green",14,2462
"11104","green",15,2664
"11104","green",16,2958
"11104","green",17,3058
"11104","green",18,3644
"11104","green",19,4122
"11104","green",20,3897
"11104","green",21,3619
"11104","green",22,3306
"11104","green",23,3003
"11104","uber",0,78
"11104","uber",1,50
"11104","uber",2,46
"11104","uber",3,60
"11104","uber",4,98
"11104","uber",5,150
"11104","uber",6,199
"11104","uber",7,216
"11104","uber",8,230
"11104","uber",9,218
"11104","uber",10,242
"11104","uber",11,179
"11104","uber",12,180
"11104","uber",13,172
"11104","uber",14,170
"11104","uber",15,174
"11104","uber",16,170
"11104","uber",17,230
"11104","uber",18,228
"11104","uber",19,178
"11104","uber",20,205
"11104","uber",21,215
"11104","uber",22,205
"11104","uber",23,120
"11105","green",0,5330
"11105","green",1,4088
"11105","green",2,3032
"11105","green",3,2132
"11105","green",4,1679
"11105","green",5,1267
"11105","green",6,1076
"11105","green",7,1565
"11105","green",8,2392
"11105","green",9,2717
"11105","green",10,2524
"11105","green",11,2505
"11105","green",12,2689
"11105","green",13,2727
"11105","green",14,3371
"11105","green",15,3952
"11105","green",16,4566
"11105","green",17,5192
"11105","green",18,6299
"11105","green",19,6885
"11105","green",20,6643
"11105","green",21,6696
"11105","green",22,7138
"11105","green",23,6727
"11105","uber",0,183
"11105","uber",1,113
"11105","uber",2,82
"11105","uber",3,153
"11105","uber",4,220
"11105","uber",5,260
"11105","uber",6,361
"11105","uber",7,384
"11105","uber",8,330
"11105","uber",9,271
"11105","uber",10,312
"11105","uber",11,270
"11105","uber",12,283
"11105","uber",13,311
"11105","uber",14,338
"11105","uber",15,319
"11105","uber",16,342
"11105","uber",17,397
"11105","uber",18,378
"11105","uber",19,372
"11105","uber",20,430
"11105","uber",21,403
"11105","uber",22,374
"11105","uber",23,273
"11106","green",0,7691
"11106","green",1,6390
"11106","green",2,5026
"11106","green",3,3572
"11106","green",4,2775
"11106","green",5,1843
"11106","green",6,1640
"11106","green",7,2757
"11106","green",8,4567
"11106","green",9,5524
"11106","green",10,6072
"11106","green",11,6058
"11106","green",12,6089
"11106","green",13,5823
"11106","green",14,6611
"11106","green",15,7000
"11106","green",16,7438
"11106","green",17,8404
"11106","green",18,9290
"11106","green",19,9230
"11106","green",20,8715
"11106","green",21,8631
"11106","green",22,8864
"11106","green",23,8509
"11106","uber",0,280
"11106","uber",1,176
"11106","uber",2,116
"11106","uber",3,184
"11106","uber",4,192
"11106","uber",5,235
"11106","uber",6,292
"11106","uber",7,414
"11106","uber",8,325
"11106","uber",9,301
"11106","uber",10,337
"11106","uber",11,314
"11106","uber",12,366
"11106","uber",13,408
"11106","uber",14,404
"11106","uber",15,420
"11106","uber",16,494
"11106","uber",17,490
"11106","uber",18,462
"11106","uber",19,452
"11106","uber",20,473
"11106","uber",21,445
"11106","uber",22,475
"11106","uber",23,363
"11109","green",0,80
"11109","green",1,43
"11109","green",2,21
"11109","green",3,12
"11109","green",4,24
"11109","green",5,59
"11109","green",6,130
"11109","green",7,151
"11109","green",8,193
"11109","green",9,165
"11109","green",10,134
"11109","green",11,144
"11109","green",12,144
"11109","green",13,126
"11109","green",14,135
"11109","green",15,130
"11109","green",16,143
"11109","green",17,162
"11109","green",18,195
"11109","green",19,220
"11109","green",20,183
"11109","green",21,168
"11109","green",22,168
"11109","green",23,126
"11109","uber",0,14
"11109","uber",1,5
"11109","uber",2,7
"11109","uber",3,18
"11109","uber",4,15
"11109","uber",5,41
"11109","uber",6,38
"11109","uber",7,43
"11109","uber",8,50
"11109","uber",9,52
"11109","uber",10,43
"11109","uber",11,56
"11109","uber",12,48
"11109","uber",13,37
"11109","uber",14,41
"11109","uber",15,34
"11109","uber",16,47
"11109","uber",17,53
"11109","uber",18,50
"11109","uber",19,40
"11109","uber",20,54
"11109","uber",21,45
"11109","uber",22,46
"11109","uber",23,25
"11201","green",0,17877
"11201","green",1,11630
"11201","green",2,6284
"11201","green",3,3157
"11201","green",4,2218
"11201","green",5,2376
"11201","green",6,4673
"11201","green",7,9789
"11201","green",8,17264
"11201","green",9,22787
"11201","green",10,22059
"11201","green",11,22350
"11201","green",12,22746
"11201","green",13,21733
"11201","green",14,24934
"11201","green",15,29277
"11201","green",16,33356
"11201","green",17,37353
"11201","green",18,44028
"11201","green",19,43601
"11201","green",20,37281
"11201","green",21,32820
"11201","green",22,29714
"11201","green",23,23869
"11201","uber",0,1500
"11201","uber",1,791
"11201","uber",2,496
"11201","uber",3,778
"11201","uber",4,1216
"11201","uber",5,2027
"11201","uber",6,3039
"11201","uber",7,3934
"11201","uber",8,3750
"11201","uber",9,3545
"11201","uber",10,3407
"11201","uber",11,3525
"11201","uber",12,3408
"11201","uber",13,3880
"11201","uber",14,4239
"11201","uber",15,4238
"11201","uber",16,4817
"11201","uber",17,5766
"11201","uber",18,5577
"11201","uber",19,4752
"11201","uber",20,4588
"11201","uber",21,4575
"11201","uber",22,3636
"11201","uber",23,2565
"11203","green",0,388
"11203","green",1,302
"11203","green",2,201
"11203","green",3,181
"11203","green",4,196
"11203","green",5,83
"11203","green",6,109
"11203","green",7,149
"11203","green",8,134
"11203","green",9,148
"11203","green",10,120
"11203","green",11,176
"11203","green",12,201
"11203","green",13,179
"11203","green",14,245
"11203","green",15,282
"11203","green",16,284
"11203","green",17,355
"11203","green",18,341
"11203","green",19,362
"11203","green",20,316
"11203","green",21,325
"11203","green",22,406
"11203","green",23,424
"11203","uber",0,98
"11203","uber",1,95
"11203","uber",2,50
"11203","uber",3,63
"11203","uber",4,88
"11203","uber",5,125
"11203","uber",6,100
"11203","uber",7,100
"11203","uber",8,92
"11203","uber",9,126
"11203","uber",10,133
"11203","uber",11,173
"11203","uber",12,135
"11203","uber",13,155
"11203","uber",14,185
"11203","uber",15,198
"11203","uber",16,240
"11203","uber",17,217
"11203","uber",18,183
"11203","uber",19,180
"11203","uber",20,182
"11203","uber",21,187
"11203","uber",22,185
"11203","uber",23,133
"11204","green",0,34
"11204","green",1,27
"11204","green",2,25
"11204","green",3,13
"11204","green",4,13
"11204","green",5,16
"11204","green",6,16
"11204","green",7,27
"11204","green",8,18
"11204","green",9,19
"11204","green",10,21
"11204","green",11,32
"11204","green",12,27
"11204","green",13,23
"11204","green",14,52
"11204","green",15,42
"11204","green",16,54
"11204","green",17,49
"11204","green",18,50
"11204","green",19,33
"11204","green",20,44
"11204","green",21,31
"11204","green",22,24
"11204","green",23,45
"11204","uber",0,29
"11204","uber",1,18
"11204","uber",2,12
"11204","uber",3,26
"11204","uber",4,19
"11204","uber",5,16
"11204","uber",6,34
"11204","uber",7,43
"11204","uber",8,48
"11204","uber",9,48
"11204","uber",10,54
"11204","uber",11,49
"11204","uber",12,47
"11204","uber",13,55
"11204","uber",14,57
"11204","uber",15,52
"11204","uber",16,68
"11204","uber",17,53
"11204","uber",18,41
"11204","uber",19,51
"11204","uber",20,62
"11204","uber",21,65
"11204","uber",22,40
"11204","uber",23,34
"11205","green",0,6196
"11205","green",1,4535
"11205","green",2,3189
"11205","green",3,2082
"11205","green",4,1478
"11205","green",5,1216
"11205","green",6,1764
"11205","green",7,2593
"11205","green",8,3952
"11205","green",9,4794
"11205","green",10,4838
"11205","green",11,4794
"11205","green",12,4600
"11205","green",13,4316
"11205","green",14,4805
"11205","green",15,5517
"11205","green",16,5801
"11205","green",17,6841
"11205","green",18,8102
"11205","green",19,8487
"11205","green",20,7982
"11205","green",21,8138
"11205","green",22,8249
"11205","green",23,7599
"11205","uber",0,703
"11205","uber",1,417
"11205","uber",2,293
"11205","uber",3,301
"11205","uber",4,377
"11205","uber",5,719
"11205","uber",6,1053
"11205","uber",7,1421
"11205","uber",8,1367
"11205","uber",9,1226
"11205","uber",10,1152
"11205","uber",11,1143
"11205","uber",12,1134
"11205","uber",13,1177
"11205","uber",14,1124
"11205","uber",15,1085
"11205","uber",16,1212
"11205","uber",17,1319
"11205","uber",18,1408
"11205","uber",19,1305
"11205","uber",20,1370
"11205","uber",21,1294
"11205","uber",22,1199
"11205","uber",23,978
"11206","green",0,8314
"11206","green",1,7215
"11206","green",2,5949
"11206","green",3,4280
"11206","green",4,3329
"11206","green",5,1774
"11206","green",6,1013
"11206","green",7,1118
"11206","green",8,1344
"11206","green",9,1549
"11206","green",10,1653
"11206","green",11,1934
"11206","green",12,1987
"11206","green",13,1990
"11206","green",14,2271
"11206","green",15,2639
"11206","green",16,3105
"11206","green",17,3576
"11206","green",18,4512
"11206","green",19,5272
"11206","green",20,5955
"11206","green",21,6919
"11206","green",22,7922
"11206","green",23,8608
"11206","uber",0,1472
"11206","uber",1,1080
"11206","uber",2,835
"11206","uber",3,736
"11206","uber",4,814
"11206","uber",5,944
"11206","uber",6,1130
"11206","uber",7,1242
"11206","uber",8,1367
"11206","uber",9,1360
"11206","uber",10,1261
"11206","uber",11,1278
"11206","uber",12,1260
"11206","uber",13,1284
"11206","uber",14,1233
"11206","uber",15,1233
"11206","uber",16,1303
"11206","uber",17,1563
"11206","uber",18,1736
"11206","uber",19,1857
"11206","uber",20,1903
"11206","uber",21,2038
"11206","uber",22,2111
"11206","uber",23,1863
"11207","green",0,484
"11207","green",1,400
"11207","green",2,324
"11207","green",3,252
"11207","green",4,238
"11207","green",5,165
"11207","green",6,139
"11207","green",7,226
"11207","green",8,215
"11207","green",9,192
"11207","green",10,163
"11207","green",11,178
"11207","green",12,190
"11207","green",13,254
"11207","green",14,329
"11207","green",15,390
"11207","green",16,391
"11207","green",17,403
"11207","green",18,420
"11207","green",19,421
"11207","green",20,362
"11207","green",21,450
"11207","green",22,464
"11207","green",23,508
"11207","uber",0,141
"11207","uber",1,100
"11207","uber",2,89
"11207","uber",3,102
"11207","uber",4,110
"11207","uber",5,166
"11207","uber",6,130
"11207","uber",7,171
"11207","uber",8,146
"11207","uber",9,165
"11207","uber",10,150
"11207","uber",11,155
"11207","uber",12,168
"11207","uber",13,189
"11207","uber",14,169
"11207","uber",15,137
"11207","uber",16,168
"11207","uber",17,177
"11207","uber",18,183
"11207","uber",19,187
"11207","uber",20,185
"11207","uber",21,198
"11207","uber",22,191
"11207","uber",23,193
"11208","green",0,275
"11208","green",1,188
"11208","green",2,131
"11208","green",3,118
"11208","green",4,92
"11208","green",5,57
"11208","green",6,44
"11208","green",7,53
"11208","green",8,75
"11208","green",9,55
"11208","green",10,67
"11208","green",11,53
"11208","green",12,81
"11208","green",13,98
"11208","green",14,147
"11208","green",15,164
"11208","green",16,175
"11208","green",17,264
"11208","green",18,297
"11208","green",19,280
"11208","green",20,263
"11208","green",21,343
"11208","green",22,294
"11208","green",23,280
"11208","uber",0,44
"11208","uber",1,28
"11208","uber",2,34
"11208","uber",3,24
"11208","uber",4,25
"11208","uber",5,36
"11208","uber",6,54
"11208","uber",7,37
"11208","uber",8,38
"11208","uber",9,56
"11208","uber",10,48
"11208","uber",11,40
"11208","uber",12,59
"11208","uber",13,57
"11208","uber",14,66
"11208","uber",15,60
"11208","uber",16,72
"11208","uber",17,80
"11208","uber",18,63
"11208","uber",19,67
"11208","uber",20,91
"11208","uber",21,72
"11208","uber",22,65
"11208","uber",23,59
"11209","green",0,227
"11209","green",1,190
"11209","green",2,172
"11209","green",3,136
"11209","green",4,87
"11209","green",5,43
"11209","green",6,39
"11209","green",7,70
"11209","green",8,77
"11209","green",9,84
"11209","green",10,97
"11209","green",11,99
"11209","green",12,103
"11209","green",13,131
"11209","green",14,154
"11209","green",15,206
"11209","green",16,218
"11209","green",17,278
"11209","green",18,268
"11209","green",19,281
"11209","green",20,195
"11209","green",21,199
"11209","green",22,226
"11209","green",23,250
"11209","uber",0,137
"11209","uber",1,95
"11209","uber",2,77
"11209","uber",3,77
"11209","uber",4,95
"11209","uber",5,196
"11209","uber",6,273
"11209","uber",7,312
"11209","uber",8,345
"11209","uber",9,269
"11209","uber",10,240
"11209","uber",11,260
"11209","uber",12,236
"11209","uber",13,250
"11209","uber",14,231
"11209","uber",15,233
"11209","uber",16,262
"11209","uber",17,306
"11209","uber",18,335
"11209","uber",19,332
"11209","uber",20,303
"11209","uber",21,336
"11209","uber",22,258
"11209","uber",23,208
"11210","green",0,679
"11210","green",1,510
"11210","green",2,428
"11210","green",3,272
"11210","green",4,187
"11210","green",5,73
"11210","green",6,90
"11210","green",7,165
"11210","green",8,186
"11210","green",9,135
"11210","green",10,167
"11210","green",11,201
"11210","green",12,211
"11210","green",13,221
"11210","green",14,286
"11210","green",15,375
"11210","green",16,474
"11210","green",17,556
"11210","green",18,613
"11210","green",19,603
"11210","green",20,527
"11210","green",21,538
"11210","green",22,684
"11210","green",23,685
"11210","uber",0,78
"11210","uber",1,50
"11210","uber",2,29
"11210","uber",3,44
"11210","uber",4,62
"11210","uber",5,113
"11210","uber",6,137
"11210","uber",7,156
"11210","uber",8,124
"11210","uber",9,129
"11210","uber",10,123
"11210","uber",11,134
"11210","uber",12,136
"11210","uber",13,152
"11210","uber",14,161
"11210","uber",15,132
"11210","uber",16,139
"11210","uber",17,157
"11210","uber",18,136
"11210","uber",19,165
"11210","uber",20,174
"11210","uber",21,175
"11210","uber",22,144
"11210","uber",23,101
"11211","green",0,63154
"11211","green",1,57614
"11211","green",2,50358
"11211","green",3,39420
"11211","green",4,25100
"11211","green",5,11831
"11211","green",6,5942
"11211","green",7,5638
"11211","green",8,7553
"11211","green",9,9917
"11211","green",10,10457
"11211","green",11,10808
"11211","green",12,11803
"11211","green",13,12453
"11211","green",14,14863
"11211","green",15,17761
"11211","green",16,21423
"11211","green",17,25384
"11211","green",18,32563
"11211","green",19,38653
"11211","green",20,43159
"11211","green",21,50281
"11211","green",22,58982
"11211","green",23,65303
"11211","uber",0,5559
"11211","uber",1,4064
"11211","uber",2,2900
"11211","uber",3,2320
"11211","uber",4,2257
"11211","uber",5,3156
"11211","uber",6,4290
"11211","uber",7,4902
"11211","uber",8,4704
"11211","uber",9,4391
"11211","uber",10,4142
"11211","uber",11,4211
"11211","uber",12,4258
"11211","uber",13,4605
"11211","uber",14,4806
"11211","uber",15,4940
"11211","uber",16,5210
"11211","uber",17,6209
"11211","uber",18,6761
"11211","uber",19,6638
"11211","uber",20,7067
"11211","uber",21,8143
"11211","uber",22,8452
"11211","uber",23,7454
"11212","green",0,293
"11212","green",1,290
"11212","green",2,159
"11212","green",3,116
"11212","green",4,91
"11212","green",5,82
"11212","green",6,76
"11212","green",7,162
"11212","green",8,184
"11212","green",9,175
"11212","green",10,150
"11212","green",11,142
"11212","green",12,171
"11212","green",13,158
"11212","green",14,252
"11212","green",15,312
"11212","green",16,331
"11212","green",17,360
"11212","green",18,384
"11212","green",19,415
"11212","green",20,320
"11212","green",21,318
"11212","green",22,314
"11212","green",23,326
"11212","uber",0,52
"11212","uber",1,45
"11212","uber",2,24
"11212","uber",3,29
"11212","uber",4,31
"11212","uber",5,52
"11212","uber",6,75
"11212","uber",7,64
"11212","uber",8,74
"11212","uber",9,104
"11212","uber",10,80
"11212","uber",11,102
"11212","uber",12,114
"11212","uber",13,145
"11212","uber",14,133
"11212","uber",15,157
"11212","uber",16,151
"11212","uber",17,107
"11212","uber",18,125
"11212","uber",19,108
"11212","uber",20,100
"11212","uber",21,99
"11212","uber",22,80
"11212","uber",23,78
"11213","green",0,1271
"11213","green",1,970
"11213","green",2,685
"11213","green",3,449
"11213","green",4,351
"11213","green",5,364
"11213","green",6,354
"11213","green",7,597
"11213","green",8,593
"11213","green",9,615
"11213","green",10,591
"11213","green",11,663
"11213","green",12,578
"11213","green",13,611
"11213","green",14,898
"11213","green",15,923
"11213","green",16,1019
"11213","green",17,1259
"11213","green",18,1312
"11213","green",19,1328
"11213","green",20,1360
"11213","green",21,1376
"11213","green",22,1585
"11213","green",23,1504
"11213","uber",0,211
"11213","uber",1,135
"11213","uber",2,97
"11213","uber",3,124
"11213","uber",4,185
"11213","uber",5,293
"11213","uber",6,372
"11213","uber",7,349
"11213","uber",8,302
"11213","uber",9,296
"11213","uber",10,264
"11213","uber",11,329
"11213","uber",12,303
"11213","uber",13,298
"11213","uber",14,326
"11213","uber",15,304
"11213","uber",16,335
"11213","uber",17,318
"11213","uber",18,346
"11213","uber",19,386
"11213","uber",20,395
"11213","uber",21,364
"11213","uber",22,328
"11213","uber",23,272
"11214","green",0,74
"11214","green",1,41
"11214","green",2,35
"11214","green",3,36
"11214","green",4,27
"11214","green",5,14
"11214","green",6,17
"11214","green",7,30
"11214","green",8,40
"11214","green",9,43
"11214","green",10,37
"11214","green",11,57
"11214","green",12,58
"11214","green",13,45
"11214","green",14,77
"11214","green",15,69
"11214","green",16,80
"11214","green",17,76
"11214","green",18,80
"11214","green",19,96
"11214","green",20,45
"11214","green",21,83
"11214","green",22,62
"11214","green",23,67
"11214","uber",0,42
"11214","uber",1,27
"11214","uber",2,29
"11214","uber",3,29
"11214","uber",4,36
"11214","uber",5,47
"11214","uber",6,67
"11214","uber",7,170
"11214","uber",8,89
"11214","uber",9,68
"11214","uber",10,59
"11214","uber",11,66
"11214","uber",12,68
"11214","uber",13,77
"11214","uber",14,84
"11214","uber",15,113
"11214","uber",16,114
"11214","uber",17,100
"11214","uber",18,63
"11214","uber",19,97
"11214","uber",20,101
"11214","uber",21,76
"11214","uber",22,52
"11214","uber",23,36
"11215","green",0,9534
"11215","green",1,6606
"11215","green",2,4424
"11215","green",3,2558
"11215","green",4,1540
"11215","green",5,1108
"11215","green",6,1666
"11215","green",7,2741
"11215","green",8,4847
"11215","green",9,4672
"11215","green",10,4661
"11215","green",11,5236
"11215","green",12,5392
"11215","green",13,5407
"11215","green",14,6639
"11215","green",15,8096
"11215","green",16,8945
"11215","green",17,10395
"11215","green",18,12906
"11215","green",19,13592
"11215","green",20,12505
"11215","green",21,13171
"11215","green",22,13831
"11215","green",23,12044
"11215","uber",0,1084
"11215","uber",1,675
"11215","uber",2,427
"11215","uber",3,553
"11215","uber",4,719
"11215","uber",5,1271
"11215","uber",6,1964
"11215","uber",7,2092
"11215","uber",8,1956
"11215","uber",9,1780
"11215","uber",10,1774
"11215","uber",11,1750
"11215","uber",12,1632
"11215","uber",13,1929
"11215","uber",14,2006
"11215","uber",15,1970
"11215","uber",16,2286
"11215","uber",17,2594
"11215","uber",18,2540
"11215","uber",19,2447
"11215","uber",20,2679
"11215","uber",21,3233
"11215","uber",22,2459
"11215","uber",23,1673
"11216","green",0,6315
"11216","green",1,4962
"11216","green",2,3489
"11216","green",3,2343
"11216","green",4,1796
"11216","green",5,1327
"11216","green",6,1711
"11216","green",7,2142
"11216","green",8,2609
"11216","green",9,2506
"11216","green",10,2672
"11216","green",11,3049
"11216","green",12,3030
"11216","green",13,2965
"11216","green",14,3481
"11216","green",15,3920
"11216","green",16,4322
"11216","green",17,5169
"11216","green",18,6142
"11216","green",19,6947
"11216","green",20,6670
"11216","green",21,7170
"11216","green",22,7509
"11216","green",23,7419
"11216","uber",0,700
"11216","uber",1,475
"11216","uber",2,334
"11216","uber",3,414
"11216","uber",4,427
"11216","uber",5,660
"11216","uber",6,883
"11216","uber",7,983
"11216","uber",8,911
"11216","uber",9,833
"11216","uber",10,805
"11216","uber",11,821
"11216","uber",12,748
"11216","uber",13,800
"11216","uber",14,700
"11216","uber",15,727
"11216","uber",16,814
"11216","uber",17,954
"11216","uber",18,1063
"11216","uber",19,1049
"11216","uber",20,990
"11216","uber",21,1076
"11216","uber",22,1033
"11216","uber",23,858
"11217","green",0,13828
"11217","green",1,9631
"11217","green",2,5744
"11217","green",3,3020
"11217","green",4,1908
"11217","green",5,1408
"11217","green",6,1889
"11217","green",7,3064
"11217","green",8,4504
"11217","green",9,5515
"11217","green",10,6367
"11217","green",11,7250
"11217","green",12,7924
"11217","green",13,7845
"11217","green",14,9551
"11217","green",15,11213
"11217","green",16,12979
"11217","green",17,15450
"11217","green",18,19463
"11217","green",19,20938
"11217","green",20,19292
"11217","green",21,19662
"11217","green",22,19854
"11217","green",23,17872
"11217","uber",0,959
"11217","uber",1,443
"11217","uber",2,280
"11217","uber",3,356
"11217","uber",4,577
"11217","uber",5,939
"11217","uber",6,1463
"11217","uber",7,1731
"11217","uber",8,1574
"11217","uber",9,1322
"11217","uber",10,1289
"11217","uber",11,1272
"11217","uber",12,1271
"11217","uber",13,1527
"11217","uber",14,1517
"11217","uber",15,1591
"11217","uber",16,1705
"11217","uber",17,2012
"11217","uber",18,2075
"11217","uber",19,2123
"11217","uber",20,2586
"11217","uber",21,3144
"11217","uber",22,3087
"11217","uber",23,1888
"11218","green",0,653
"11218","green",1,426
"11218","green",2,274
"11218","green",3,166
"11218","green",4,104
"11218","green",5,109
"11218","green",6,194
"11218","green",7,312
"11218","green",8,582
"11218","green",9,523
"11218","green",10,400
"11218","green",11,441
"11218","green",12,367
"11218","green",13,434
"11218","green",14,523
"11218","green",15,581
"11218","green",16,566
"11218","green",17,580
"11218","green",18,696
"11218","green",19,760
"11218","green",20,680
"11218","green",21,767
"11218","green",22,816
"11218","green",23,839
"11218","uber",0,136
"11218","uber",1,78
"11218","uber",2,82
"11218","uber",3,130
"11218","uber",4,200
